protein_id,left_index,right_index,left_score,right_score,difficulty
DBP1,4617,2964,-0.189945,0.044685,easy
DBP1,7133,7220,0.06445500000000001,-0.081645,easy
DBP1,6967,2900,-0.13683499999999998,0.157055,easy
DBP1,232,3530,-0.09153,0.289595,easy
DBP1,651,5721,-0.159655,0.081805,easy
DBP1,7003,3795,-0.11982,0.15459,easy
DBP1,469,6279,-0.04054,0.21592499999999998,easy
DBP1,6280,296,0.331465,-0.14332499999999998,easy
DBP1,3723,7756,-0.044884999999999994,0.141535,easy
DBP1,5107,3638,0.23485499999999998,-0.094245,easy
DBP1,4676,3723,0.18271500000000002,-0.044884999999999994,easy
DBP1,4479,5091,0.06531,-0.11638500000000002,easy
DBP1,2464,5653,-0.24889999999999998,-0.010255,easy
DBP1,655,7783,-0.206395,0.055425,easy
DBP1,788,4089,-0.14761,0.033845,easy
DBP1,1975,183,-0.104645,0.06083,easy
DBP1,7666,4759,0.09675,-0.075085,easy
DBP1,723,2918,0.04357,-0.092195,easy
DBP1,5583,6227,0.11041000000000001,-0.221415,easy
DBP1,1365,2879,-0.15759,0.036565,easy
DBP1,1039,1503,0.08652,-0.167145,easy
DBP1,2486,4740,-0.006865000000000003,-0.19572499999999998,easy
DBP1,5780,1945,0.042075,-0.092245,easy
DBP1,2832,558,0.124895,-0.153825,easy
DBP1,2537,2974,-0.05961,0.13211,easy
DBP1,4939,1450,-0.135085,0.018825,easy
DBP1,2056,733,-0.07522999999999999,0.29223,easy
DBP1,6188,1591,-0.186395,0.072375,easy
DBP1,4048,3389,-0.12196,0.0374,easy
DBP1,1736,2538,0.212735,-0.0277,easy
DBP1,3705,4055,-0.113675,0.13766,easy
DBP1,5238,4166,-0.195845,-0.0002500000000000002,easy
DBP1,7225,796,-0.09893,0.09103,easy
DBP1,2159,7198,0.10646,-0.046565,easy
DBP1,1200,4059,0.09523999999999999,-0.20294,easy
DBP1,7109,4138,0.18513000000000002,-0.10351,easy
DBP1,3967,7773,-0.12968,0.033735,easy
DBP1,7777,2358,0.04925,-0.19733,easy
DBP1,5769,7150,0.08088000000000001,-0.13967000000000002,easy
DBP1,1177,3164,0.069495,-0.098335,easy
DBP1,7893,320,0.18548,-0.06838,easy
DBP1,5366,15,-0.21449000000000001,0.061335,easy
DBP1,7460,6743,-0.048034999999999994,0.11008,easy
DBP1,826,934,0.041275,-0.114735,easy
DBP1,2643,3785,-0.04392,0.216175,easy
DBP1,1364,2474,-0.163105,0.018564999999999998,easy
DBP1,5486,1729,0.075165,-0.09428,easy
DBP1,3930,6859,0.048055,-0.15747,easy
DBP1,1859,2676,0.03444,-0.198785,easy
DBP1,5461,3752,-0.107905,0.140745,easy
DBP1,4809,978,-0.170025,0.005944999999999999,easy
DBP1,2140,1094,-0.18368,0.178215,easy
DBP1,7999,7112,-0.09863499999999999,0.046845,easy
DBP1,7633,989,0.215605,-0.05832,easy
DBP1,1553,5357,0.07615,-0.13431,easy
DBP1,2761,5366,0.08599,-0.21449000000000001,easy
DBP1,6039,3684,0.052395,-0.19474,easy
DBP1,7468,89,0.0373,-0.17082999999999998,easy
DBP1,8143,4824,0.132,-0.0722,easy
DBP1,6258,2720,-0.103915,0.05722,easy
DBP1,6630,1045,-0.030909999999999997,0.23884,easy
DBP1,1232,5034,-0.06656999999999999,0.186685,easy
DBP1,2860,2676,0.011770000000000001,-0.198785,easy
DBP1,1470,7312,-0.070345,0.092135,easy
DBP1,3792,6806,0.15125,-0.228145,easy
DBP1,548,145,0.032064999999999996,-0.13563,easy
DBP1,457,412,0.085615,-0.08874499999999999,easy
DBP1,1974,1036,-0.14227499999999998,0.18013,easy
DBP1,6553,814,0.016255000000000006,-0.131185,easy
DBP1,7694,628,0.043304999999999996,-0.184205,easy
DBP1,6108,2342,0.231545,-0.126745,easy
DBP1,2953,2468,0.08966500000000001,-0.064105,easy
DBP1,5704,4851,0.09462,-0.08982499999999999,easy
DBP1,5907,1634,0.106985,-0.04426,easy
DBP1,1402,4004,-0.119865,0.055349999999999996,easy
DBP1,7918,960,0.242015,-0.081735,easy
DBP1,6406,517,0.022955,-0.124885,easy
DBP1,6486,7949,-0.05927,0.08707,easy
DBP1,3299,7964,0.02828,-0.125295,easy
DBP1,6535,959,0.067635,-0.06927,easy
DBP1,907,5113,-0.1523,0.02107,easy
DBP1,4153,6079,0.120655,0.035785,medium
DBP1,2421,4534,0.092975,0.015085000000000001,medium
DBP1,3116,3971,-0.11105499999999999,0.01597,medium
DBP1,7068,2357,0.031009999999999996,-0.08963499999999999,medium
DBP1,5839,6280,-0.012114999999999999,0.331465,medium
DBP1,7704,780,-0.13838,-0.034155,medium
DBP1,4655,2877,-0.04285,0.08572,medium
DBP1,5169,7827,-0.030279999999999998,-0.11275,medium
DBP1,1906,2826,0.03204,0.142135,medium
DBP1,4968,3766,-0.020015000000000005,0.055195,medium
DBP1,1748,7689,0.070405,-0.047625,medium
DBP1,2518,1973,-0.082495,0.009915,medium
DBP1,6618,4284,0.014875,-0.13006,medium
DBP1,1376,3757,-0.10691,-0.027705,medium
DBP1,3800,6865,0.059765000000000006,-0.059800000000000006,medium
DBP1,4996,651,-0.02454,-0.159655,medium
DBP1,3669,3209,-0.024055,0.029295,medium
DBP1,3664,8157,-0.10205499999999999,-0.000619999999999999,medium
DBP1,1916,8129,-0.06032,-0.17074499999999998,medium
DBP1,7488,2132,0.117885,0.0017950000000000015,medium
DBP1,6771,7326,-0.051254999999999995,0.02163,medium
DBP1,3511,5400,-0.05144,0.075185,medium
DBP1,7621,2173,-0.046405,-0.10459,medium
DBP1,3652,1132,-0.074845,0.022415,medium
DBP1,3280,3774,0.04089,-0.017025,medium
DBP1,5176,3066,-0.059705,-0.004400000000000001,medium
DBP1,3540,4174,-0.06275499999999999,0.05187,medium
DBP1,5688,6028,-0.16213,-0.074205,medium
DBP1,6305,3633,-0.049835,0.037265,medium
DBP1,7903,6060,0.0069650000000000024,-0.055569999999999994,medium
DBP1,4385,7374,-0.07802,-0.023640000000000008,medium
DBP1,2877,6901,0.08572,-0.054365,medium
DBP1,1522,7854,-0.075895,0.019895,medium
DBP1,8047,4321,0.11484,0.001794999999999998,medium
DBP1,5952,2592,-0.29932000000000003,-0.080155,medium
DBP1,2628,1821,0.08711,0.021275,medium
DBP1,3196,751,0.017255,-0.04505,medium
DBP1,1349,3564,-0.083425,-0.0006549999999999993,medium
DBP1,2121,166,-0.007640000000000001,-0.07531,medium
DBP1,4589,2583,-0.11734,-0.023895,medium
DBP1,753,315,0.100355,-0.004095,medium
DBP1,5304,3914,-0.12522,-0.027870000000000002,medium
DBP1,6624,269,-0.064685,0.013840000000000002,medium
DBP1,5777,3572,-0.11556,-0.047354999999999994,medium
DBP1,4551,6079,-0.0756,0.035785,medium
DBP1,5359,5136,-0.18351,-0.07241,medium
DBP1,580,1312,-0.0463,0.013965,medium
DBP1,1968,4009,-0.095505,0.013419999999999994,medium
DBP1,2682,7549,-0.00045000000000000075,0.473255,medium
DBP1,2491,5692,-0.013045,-0.10085,medium
DBP1,3791,986,0.006865000000000001,-0.138675,medium
DBP1,6773,2400,-0.103025,-0.0023949999999999996,medium
DBP1,7869,3488,0.060435,-0.016015,medium
DBP1,3573,2373,0.004675,0.09059500000000001,medium
DBP1,5318,3792,-0.0058,0.15125,medium
DBP1,5864,7837,-0.09716,0.015434999999999999,medium
DBP1,4798,6371,-0.020485000000000003,0.06699999999999999,medium
DBP1,2595,3259,-0.019025,-0.098805,medium
DBP1,7522,7702,-0.0485,-0.12126499999999998,medium
DBP1,3516,579,-0.06603,0.05315,medium
DBP1,1455,3264,0.029380000000000003,-0.02551,medium
DBP1,584,3196,-0.12201999999999999,0.017255,medium
DBP1,6159,5335,-0.14282,-0.038145,medium
DBP1,6123,8111,-0.160065,-0.014759999999999999,medium
DBP1,1342,148,0.017675,-0.09354000000000001,medium
DBP1,3961,6304,-0.081535,0.011725000000000006,medium
DBP1,5201,1791,-0.17006,-0.026485000000000005,medium
DBP1,3846,5150,0.014905,-0.10531499999999999,medium
DBP1,2755,2126,0.01894,0.124495,medium
DBP1,219,858,-0.052065,0.0354,medium
DBP1,5591,1527,0.017939999999999998,-0.052515,medium
DBP1,7898,1943,0.024345,-0.038445,medium
DBP1,484,6399,0.05002,-0.06489,medium
DBP1,8061,2444,-0.03314,-0.18136000000000002,medium
DBP1,5282,1167,-0.1032,0.027975,medium
DBP1,924,7932,0.03493,-0.02721,medium
DBP1,3226,2711,0.00546,-0.128915,medium
DBP1,1637,8139,0.076595,-0.031125,medium
DBP1,2851,8124,0.05081,-0.06626,medium
DBP1,5363,2082,0.06495,-0.025465,medium
DBP1,6828,3180,-0.18174,-0.057055,medium
DBP1,3682,7912,-0.08484,0.03160500000000001,medium
DBP1,3338,2817,0.089105,-0.050555,medium
DBP1,5698,1584,-0.016365,0.08612,medium
DBP1,5419,5969,-0.143025,-0.03887,medium
DBP1,1597,1695,0.0038350000000000003,0.07172,medium
DBP1,1542,2199,0.06382,-0.01863,medium
DBP1,1546,7437,-0.175085,-0.044475,medium
DBP1,2691,5724,-0.046195,0.039055,medium
DBP1,3198,6714,0.098245,-0.02128,medium
DBP1,5116,3769,-0.064195,0.057365,medium
DBP1,3658,1324,-0.003519999999999999,-0.07864499999999999,medium
DBP1,3231,5768,0.13037,0.025835,medium
DBP1,272,2196,0.11321500000000001,-0.032965,medium
DBP1,1450,3660,0.018825,-0.074345,medium
DBP1,460,3804,-0.02793,0.10541500000000001,medium
DBP1,2825,5939,0.11585999999999999,-0.0071400000000000005,medium
DBP1,3019,5784,0.01506,-0.068355,medium
DBP1,4707,673,-0.109985,0.004675,medium
DBP1,7854,287,0.019895,-0.07183,medium
DBP1,7093,3364,0.04001,0.20848499999999998,medium
DBP1,1840,7143,0.108225,0.00476,medium
DBP1,911,333,-0.08093,0.020309999999999998,medium
DBP1,7926,7059,0.33664499999999997,0.0643,medium
DBP1,3271,1419,0.00023499999999999997,0.08506999999999999,medium
DBP1,4361,6100,0.012139999999999998,-0.11372499999999999,medium
DBP1,5068,7393,-0.042005,0.04846,medium
DBP1,5272,1317,-0.062205,0.04252,medium
DBP1,3344,1724,0.12131000000000002,-0.035620000000000006,medium
DBP1,4124,5662,0.1104,0.010239999999999999,medium
DBP1,4232,5116,0.004055,-0.064195,medium
DBP1,2907,1681,-0.121835,-0.01662,medium
DBP1,4697,2915,-0.066745,0.017285000000000002,medium
DBP1,1197,5257,0.056859999999999994,-0.053059999999999996,medium
DBP1,2138,2743,-0.038489999999999996,0.05051,medium
DBP1,3388,660,0.0218,0.16991,medium
DBP1,7308,7027,0.096695,-0.04253,medium
DBP1,2806,5678,0.023225000000000003,-0.075475,medium
DBP1,3298,1162,-0.004359999999999999,0.101245,medium
DBP1,7563,1645,0.016805,0.116225,medium
DBP1,6120,822,-0.164715,-0.05327,medium
DBP1,7759,2071,-0.091755,0.008050000000000002,medium
DBP1,7229,3177,-0.010735000000000001,0.094175,medium
DBP1,164,6406,-0.03862,0.022955,medium
DBP1,6676,3024,-0.085795,-0.012565,medium
DBP1,1591,7471,0.072375,0.010794999999999999,medium
DBP1,5347,6951,-0.0042250000000000065,-0.08324999999999999,medium
DBP1,4858,4221,-0.053309999999999996,0.05850999999999999,medium
DBP1,4407,7000,0.051304999999999996,-0.071375,medium
DBP1,3925,5621,0.097695,0.01258,medium
DBP1,5695,3614,0.03384,-0.043629999999999995,medium
DBP1,4285,8185,0.161505,-0.01207,medium
DBP1,2675,3440,-0.029255,0.042445,medium
DBP1,1378,3426,-0.02336,0.0945,medium
DBP1,4011,4641,-0.101665,0.019155000000000005,medium
DBP1,6179,1379,0.0010750000000000013,0.13472499999999998,medium
DBP1,7446,2071,0.07355,0.008050000000000002,medium
DBP1,3286,4331,-0.048405000000000004,0.07900499999999999,medium
DBP1,4931,1290,-0.05661,0.028520000000000004,medium
DBP1,2853,6274,0.039005,0.12753,medium
DBP1,1907,4018,0.11385,-0.0015450000000000012,medium
DBP1,6821,911,-0.0249,-0.08093,medium
DBP1,6028,3769,-0.074205,0.057365,medium
DBP1,2391,1995,-0.046535,0.014464999999999999,medium
DBP1,7612,3764,0.049710000000000004,-0.052575,medium
DBP1,399,5823,0.042025,-0.047205,medium
DBP1,1784,2752,-0.101165,-0.0049700000000000005,medium
DBP1,5133,1761,-0.005205000000000001,-0.08199000000000001,medium
DBP1,1822,4678,0.02782,-0.037469999999999996,medium
DBP1,7851,57,0.10652500000000001,-0.004990000000000001,medium
DBP1,3716,3794,-0.015805,0.064645,medium
DBP1,983,2624,-0.060450000000000004,0.058899999999999994,medium
DBP1,5412,626,-0.02994,-0.21983,medium
DBP1,2113,5432,-0.08129,-0.220995,medium
DBP1,200,5438,-0.150425,-0.05763,medium
DBP1,3098,1904,-0.016555,0.194405,medium
DBP1,3401,2120,-0.004369999999999999,-0.086595,medium
DBP1,4922,3563,-0.173095,-0.059789999999999996,medium
DBP1,3005,4830,0.08024,-0.02451,medium
DBP1,8049,994,0.12394,-0.02265,medium
DBP1,5998,1346,0.01622,-0.06351,medium
DBP1,3106,4390,-0.006375000000000002,0.069635,medium
DBP1,8096,8171,-0.013225,0.13731500000000002,medium
DBP1,754,7932,0.07846,-0.02721,medium
DBP1,7627,6487,0.140765,0.01415,medium
DBP1,1532,915,0.015795,-0.072015,medium
DBP1,7909,8010,-0.065265,0.04393999999999999,medium
DBP1,6965,5165,-0.0126,-0.123165,medium
DBP1,7835,4121,0.019370000000000002,0.32550999999999997,medium
DBP1,6253,7672,-0.056665,-0.0019899999999999987,medium
DBP1,7350,4416,-0.01969,-0.11325,medium
DBP1,3650,1642,-0.035754999999999995,0.09281500000000001,medium
DBP1,6838,3363,-0.07757,0.04127,medium
DBP1,7481,4111,0.098365,-0.028645,medium
DBP1,7080,304,-0.039655,0.042385000000000006,medium
DBP1,5396,2099,-0.14061,-0.052255,medium
DBP1,1743,2204,0.022189999999999998,-0.05574,medium
DBP1,6723,4166,-0.10463,-0.0002500000000000002,medium
DBP1,924,4428,0.03493,-0.067515,medium
DBP1,2130,3427,0.142595,0.050715,hard
DBP1,1968,825,-0.095505,-0.11072,hard
DBP1,8016,3963,-0.010995000000000001,-0.029164999999999996,hard
DBP1,343,7132,-0.0051649999999999995,-0.013985,hard
DBP1,4515,689,-0.04804,-0.040655,hard
DBP1,7324,3258,-0.07828,-0.026215,hard
DBP1,754,3924,0.07846,0.09671500000000001,hard
DBP1,7300,7875,0.058685,0.0379,hard
DBP1,4500,7139,-0.06563,-0.08913,hard
DBP1,4367,850,0.10955999999999999,0.058925000000000005,hard
DBP1,4697,3238,-0.066745,-0.04167,hard
DBP1,269,7867,0.013840000000000002,0.017984999999999994,hard
DBP1,7983,1177,0.021955000000000002,0.069495,hard
DBP1,2419,4009,0.040205,0.013419999999999994,hard
DBP1,4903,7444,-0.0017250000000000008,-0.035755,hard
DBP1,5365,463,-0.028700000000000003,-0.03964,hard
DBP1,7330,7,-0.008035,-0.05452,hard
DBP1,5341,663,-0.08598499999999999,-0.03851,hard
DBP1,7151,2086,-0.006929999999999999,-0.018099999999999998,hard
DBP1,3090,749,-0.023594999999999998,-0.0018450000000000029,hard
DBP1,2879,3266,0.036565,0.0056850000000000026,hard
DBP1,4730,5384,-0.08898,-0.14049999999999999,hard
DBP1,7028,4059,-0.18562499999999998,-0.20294,hard
DBP1,3248,614,-0.08424,-0.13170500000000002,hard
DBP1,7936,5698,-0.03243,-0.016365,hard
DBP1,2622,3299,0.085175,0.02828,hard
DBP1,969,4284,-0.07907,-0.13006,hard
DBP1,6735,7214,-0.08207500000000001,-0.16752,hard
DBP1,2934,2485,0.04159,-0.002545,hard
DBP1,2644,5865,0.018744999999999998,0.020775,hard
DBP1,317,695,-0.039935,-0.014605,hard
DBP1,2869,1725,0.026265,0.022574999999999998,hard
DBP1,5327,2380,-0.203615,-0.10235999999999999,hard
DBP1,1442,7814,-0.04197,-0.05749,hard
DBP1,6652,7845,-0.0036699999999999997,-0.019049999999999997,hard
DBP1,4766,6618,0.0009499999999999995,0.014875,hard
DBP1,531,7303,-0.02213,-0.05863,hard
DBP1,5503,7556,0.04474,0.07278499999999999,hard
DBP1,2825,1672,0.11585999999999999,0.04515,hard
DBP1,8075,440,0.15650999999999998,0.0804,hard
DBP1,7888,913,0.13052999999999998,0.055425,hard
DBP1,5948,4965,-0.105655,-0.17177,hard
DBP1,3660,2499,-0.074345,-0.10051,hard
DBP1,3943,954,-0.10615,-0.05899,hard
DBP1,1665,4165,0.10317000000000001,0.08315,hard
DBP1,8041,4328,-0.016225,-0.039695,hard
DBP1,2331,39,-0.087875,-0.18581999999999999,hard
DBP1,1143,4535,0.15537,0.05778,hard
DBP1,3998,1206,0.060450000000000004,0.068865,hard
DBP1,5649,8087,0.12736,0.088495,hard
DBP1,6459,149,-0.09297,-0.190365,hard
DBP1,1452,3154,-0.059625,-0.041235,hard
DBP1,397,4837,-0.067285,-0.025295,hard
DBP1,5807,5271,-0.06951,-0.130425,hard
DBP1,6757,462,-0.0018599999999999988,-0.018319999999999996,hard
DBP1,7180,5959,0.02412,-0.012685,hard
DBP1,3880,3523,0.07622,0.129305,hard
DBP1,7809,5359,-0.10019499999999999,-0.18351,hard
DBP1,256,7562,0.021115000000000002,-6.0000000000001025e-05,hard
DBP1,5642,5294,-0.084145,-0.04961,hard
DBP1,1801,6451,-0.12761,-0.11576,hard
DBP1,7989,6369,0.01809,0.062585,hard
DBP1,1405,3233,-0.010454999999999999,-0.007730000000000001,hard
DBP1,2570,5068,-0.035405,-0.042005,hard
DBP1,4796,6932,-0.08637,-0.089715,hard
DBP1,4478,2573,0.033545,0.026025,hard
DBP1,7884,1545,0.065065,0.10386,hard
DBP1,676,954,-0.015519999999999999,-0.05899,hard
DBP1,5521,5175,-0.10890999999999999,-0.131685,hard
DBP1,3413,3168,-0.05534,-0.069995,hard
DBP1,5784,2582,-0.068355,-0.023559999999999998,hard
DBP1,7880,2448,-5.500000000000123e-05,0.00544,hard
DBP1,7670,4089,0.008355,0.033845,hard
DBP1,4923,2867,0.030195000000000003,0.07559,hard
DBP1,2146,2871,0.027534999999999997,0.03812,hard
DBP1,4762,3444,-0.045645000000000005,-0.0019850000000000007,hard
DBP1,1139,2281,0.03312,-0.008039999999999999,hard
DBP1,6380,4095,0.07859000000000001,0.04075,hard
DBP1,1363,5244,-0.17278,-0.13052,hard
DBP1,8058,2422,-0.132525,-0.106655,hard
DBP1,3345,2936,0.08369499999999999,0.135965,hard
DBP1,4701,4597,-0.09184,-0.12623499999999999,hard
DBP1,7286,4255,0.16074,0.07365000000000001,hard
DBP1,4122,7225,-0.05964,-0.09893,hard
DBP1,1927,7271,-0.18340499999999998,-0.18564999999999998,hard
DBP1,5363,3545,0.06495,0.120395,hard
DBP1,3624,3344,0.05209,0.12131000000000002,hard
DBP1,4763,4984,-0.120915,-0.11568500000000001,hard
DBP1,7293,1753,0.039279999999999995,0.09504,hard
DBP1,1735,1078,0.16777,0.089845,hard
DBP1,3538,6327,0.03648,0.013075,hard
DBP1,7321,4622,-0.058335,-0.0851,hard
DBP1,2304,6578,-0.06858500000000001,-0.05906,hard
DBP1,5928,6851,-0.134795,-0.11927,hard
DBP1,4084,1823,0.103165,0.04163,hard
DBP1,2112,7963,-0.027665000000000002,-0.056805,hard
DBP1,456,1635,0.034530000000000005,0.09753500000000001,hard
DBP1,3729,183,0.127555,0.06083,hard
DBP1,7079,6367,-0.11285,-0.10387,hard
DBP1,7716,7619,-0.030254999999999997,-0.010455000000000002,hard
DBP1,2338,7853,-0.00862,-0.013000000000000001,hard
DBP1,988,6525,-0.062965,-0.013370000000000002,hard
DBP1,5839,1330,-0.012114999999999999,-0.028995,hard
DBP1,4990,3093,-0.03353,-0.016184999999999998,hard
DBP1,1112,3047,-0.056244999999999996,-0.00979,hard
DBP1,4702,6822,-0.057495000000000004,-0.04845,hard
DBP1,1315,7336,0.045195,0.08546,hard
DBP1,279,1664,0.06137000000000001,0.04676,hard
DBP1,124,6813,-0.056580000000000005,-0.027855,hard
DBP1,4820,4560,-0.003715000000000003,-0.009349999999999999,hard
DBP1,467,5083,-0.082495,-0.07881,hard
DBP1,3694,3692,-0.089465,-0.06117,hard
DBP1,263,2657,-0.09823,-0.05134,hard
DBP1,4968,2321,-0.020015000000000005,-0.06347,hard
DBP1,6135,4288,0.113295,0.08284,hard
DBP1,3046,2696,-0.007154999999999998,-0.017615,hard
DBP1,6110,1734,0.038185,0.011055,hard
DBP1,3038,1371,0.02393,0.031975,hard
DBP1,3143,5265,-0.036425,-0.075875,hard
DBP1,6525,7876,-0.013370000000000002,-0.013999999999999999,hard
DBP1,5559,7748,0.11266000000000001,0.13484,hard
DBP1,5140,5842,0.12023500000000001,0.12562,hard
DBP1,2295,3301,-0.038724999999999996,-0.01184,hard
DBP1,3544,7300,0.004035,0.058685,hard
DBP1,2226,2109,-0.05233,-0.073615,hard
DBP1,3568,190,-0.1953,-0.097975,hard
DBP1,4224,4871,0.012215,0.047255,hard
DBP1,6942,2716,-0.05766,-0.08041000000000001,hard
DBP3,7678,4268,-0.116475,0.34238,easy
