pair_id,candidate_type,sequence_proxy_score,sequence_proxy_model_score,hamming_distance,edit_distance,sequence_identity,kmer3_jaccard,kmer4_jaccard,rc_kmer4_jaccard,gc_similarity
1B3T_2_1,double_mut,0.7861578947368422,0.7769999999999999,2,2,0.8888888888888888,0.6,0.5789473684210527,0.6666666666666666,1.0
1B3T_2_1,double_mut,0.7918421052631579,0.7769999999999999,2,2,0.8888888888888888,0.631578947368421,0.5789473684210527,0.6666666666666666,1.0
1B3T_2_1,double_mut,0.8354545454545454,0.7536666666666666,2,2,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.7272727272727273,1.0
1B3T_2_1,double_mut,0.7806023391812866,0.8019999999999999,2,2,0.8888888888888888,0.6,0.5789473684210527,0.6666666666666666,0.9444444444444444
1B3T_2_1,double_mut,0.7708846153846154,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7765688259109311,0.8003333333333332,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7854970760233918,0.8019999999999999,2,2,0.8888888888888888,0.6666666666666666,0.5263157894736842,0.6666666666666666,0.9444444444444444
1B3T_2_1,double_mut,0.7653290598290599,0.7753333333333333,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7653290598290599,0.7753333333333333,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7910526315789473,0.7769999999999999,2,2,0.8888888888888888,0.6666666666666666,0.5263157894736842,0.6666666666666666,1.0
1B3T_2_1,double_mut,0.7708846153846154,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7708846153846154,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7854970760233918,0.8019999999999999,2,2,0.8888888888888888,0.6666666666666666,0.5263157894736842,0.6666666666666666,0.9444444444444444
1B3T_2_1,double_mut,0.7597735042735043,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7653290598290599,0.8253333333333334,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7597735042735043,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7653290598290599,0.8253333333333334,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7708846153846154,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7653290598290599,0.8253333333333334,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7597735042735043,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7653290598290599,0.8253333333333334,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7597735042735043,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.76545771479982,0.8003333333333332,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7854970760233918,0.8019999999999999,2,2,0.8888888888888888,0.6666666666666666,0.5263157894736842,0.6666666666666666,0.9444444444444444
1B3T_2_1,double_mut,0.76545771479982,0.8003333333333332,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7710132703553756,0.8253333333333334,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7765688259109311,0.8003333333333332,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7710132703553756,0.8253333333333334,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.76545771479982,0.8003333333333332,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7710132703553756,0.8253333333333334,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.76545771479982,0.8003333333333332,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7639615384615385,0.7769999999999999,2,2,0.8888888888888888,0.6,0.5,0.5384615384615384,1.0
1B3T_2_1,double_mut,0.7639615384615385,0.7769999999999999,2,2,0.8888888888888888,0.6,0.5,0.5384615384615384,1.0
1B3T_2_1,double_mut,0.7779970760233919,0.7786666666666666,2,2,0.8888888888888888,0.6666666666666666,0.5263157894736842,0.5833333333333334,0.9444444444444444
1B3T_2_1,double_mut,0.7584059829059829,0.7519999999999999,2,2,0.8888888888888888,0.6,0.5,0.5384615384615384,0.9444444444444444
1B3T_2_1,double_mut,0.7584059829059829,0.7519999999999999,2,2,0.8888888888888888,0.6,0.5,0.5384615384615384,0.9444444444444444
1B3T_2_1,double_mut,0.7835526315789474,0.7536666666666666,2,2,0.8888888888888888,0.6666666666666666,0.5263157894736842,0.5833333333333334,1.0
1B3T_2_1,double_mut,0.7639615384615385,0.7769999999999999,2,2,0.8888888888888888,0.6,0.5,0.5384615384615384,1.0
1B3T_2_1,double_mut,0.7639615384615385,0.7769999999999999,2,2,0.8888888888888888,0.6,0.5,0.5384615384615384,1.0
1B3T_2_1,double_mut,0.7779970760233919,0.7786666666666666,2,2,0.8888888888888888,0.6666666666666666,0.5263157894736842,0.5833333333333334,0.9444444444444444
1B3T_2_1,double_mut,0.7514829059829059,0.7786666666666666,2,2,0.8888888888888888,0.6,0.5,0.46153846153846156,0.9444444444444444
1B3T_2_1,double_mut,0.7721963562753037,0.7536666666666666,2,2,0.8888888888888888,0.6842105263157895,0.5,0.46153846153846156,1.0
1B3T_2_1,double_mut,0.7570384615384614,0.7536666666666666,2,2,0.8888888888888888,0.6,0.5,0.46153846153846156,1.0
1B3T_2_1,double_mut,0.7570384615384614,0.7536666666666666,2,2,0.8888888888888888,0.6,0.5,0.46153846153846156,1.0
1B3T_2_1,double_mut,0.7666408007197482,0.7286666666666666,2,2,0.8888888888888888,0.6842105263157895,0.5,0.46153846153846156,0.9444444444444444
1B3T_2_1,double_mut,0.7514829059829059,0.7286666666666666,2,2,0.8888888888888888,0.6,0.5,0.46153846153846156,0.9444444444444444
1B3T_2_1,double_mut,0.7514829059829059,0.7786666666666666,2,2,0.8888888888888888,0.6,0.5,0.46153846153846156,0.9444444444444444
1B3T_2_1,double_mut,0.7721963562753037,0.7536666666666666,2,2,0.8888888888888888,0.6842105263157895,0.5,0.46153846153846156,1.0
1B3T_2_1,double_mut,0.7570384615384614,0.7536666666666666,2,2,0.8888888888888888,0.6,0.5,0.46153846153846156,1.0
1B3T_2_1,double_mut,0.7570384615384614,0.7536666666666666,2,2,0.8888888888888888,0.6,0.5,0.46153846153846156,1.0
1B3T_2_1,double_mut,0.7721963562753037,0.7536666666666666,2,2,0.8888888888888888,0.6842105263157895,0.5,0.46153846153846156,1.0
1B3T_2_1,double_mut,0.7514829059829059,0.7786666666666666,2,2,0.8888888888888888,0.6,0.5,0.46153846153846156,0.9444444444444444
1B3T_2_1,double_mut,0.7514829059829059,0.7286666666666666,2,2,0.8888888888888888,0.6,0.5,0.46153846153846156,0.9444444444444444
1B3T_2_1,double_mut,0.7666408007197482,0.7286666666666666,2,2,0.8888888888888888,0.6842105263157895,0.5,0.46153846153846156,0.9444444444444444
1B3T_2_1,double_mut,0.7570384615384614,0.7536666666666666,2,2,0.8888888888888888,0.6,0.5,0.46153846153846156,1.0
1B3T_2_1,double_mut,0.7570384615384614,0.7536666666666666,2,2,0.8888888888888888,0.6,0.5,0.46153846153846156,1.0
1B3T_2_1,double_mut,0.7721963562753037,0.7536666666666666,2,2,0.8888888888888888,0.6842105263157895,0.5,0.46153846153846156,1.0
1B3T_2_1,double_mut,0.7514829059829059,0.7786666666666666,2,2,0.8888888888888888,0.6,0.5,0.46153846153846156,0.9444444444444444
1B3T_2_1,double_mut,0.7779970760233919,0.7786666666666666,2,2,0.8888888888888888,0.6666666666666666,0.5263157894736842,0.5833333333333334,0.9444444444444444
1B3T_2_1,double_mut,0.7639615384615385,0.7769999999999999,2,2,0.8888888888888888,0.6,0.5,0.5384615384615384,1.0
1B3T_2_1,double_mut,0.7696457489878542,0.7769999999999999,2,2,0.8888888888888888,0.631578947368421,0.5,0.5384615384615384,1.0
1B3T_2_1,double_mut,0.7835526315789474,0.7536666666666666,2,2,0.8888888888888888,0.6666666666666666,0.5263157894736842,0.5833333333333334,1.0
1B3T_2_1,double_mut,0.7584059829059829,0.7519999999999999,2,2,0.8888888888888888,0.6,0.5,0.5384615384615384,0.9444444444444444
1B3T_2_1,double_mut,0.7584059829059829,0.7519999999999999,2,2,0.8888888888888888,0.6,0.5,0.5384615384615384,0.9444444444444444
1B3T_2_1,double_mut,0.7779970760233919,0.7786666666666666,2,2,0.8888888888888888,0.6666666666666666,0.5263157894736842,0.5833333333333334,0.9444444444444444
1B3T_2_1,double_mut,0.7639615384615385,0.7769999999999999,2,2,0.8888888888888888,0.6,0.5,0.5384615384615384,1.0
1B3T_2_1,double_mut,0.7639615384615385,0.7769999999999999,2,2,0.8888888888888888,0.6,0.5,0.5384615384615384,1.0
1B3T_2_1,double_mut,0.76545771479982,0.8003333333333332,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7756286549707602,0.8019999999999999,2,2,0.8888888888888888,0.631578947368421,0.5,0.6666666666666666,0.9444444444444444
1B3T_2_1,double_mut,0.76545771479982,0.8003333333333332,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7710132703553756,0.8253333333333334,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7765688259109311,0.8003333333333332,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7710132703553756,0.8253333333333334,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.76545771479982,0.8003333333333332,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7710132703553756,0.8253333333333334,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.76545771479982,0.8003333333333332,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7597735042735043,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7653290598290599,0.8253333333333334,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7597735042735043,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7653290598290599,0.8253333333333334,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7708846153846154,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7653290598290599,0.8253333333333334,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7597735042735043,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7710132703553756,0.8253333333333334,2,2,0.8888888888888888,0.631578947368421,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7597735042735043,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.8888888888888888
1B3T_2_1,double_mut,0.7854970760233918,0.8019999999999999,2,2,0.8888888888888888,0.6666666666666666,0.5263157894736842,0.6666666666666666,0.9444444444444444
1B3T_2_1,double_mut,0.7708846153846154,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7708846153846154,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7910526315789473,0.7769999999999999,2,2,0.8888888888888888,0.6666666666666666,0.5263157894736842,0.6666666666666666,1.0
1B3T_2_1,double_mut,0.7653290598290599,0.7753333333333333,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7653290598290599,0.7753333333333333,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7854970760233918,0.8019999999999999,2,2,0.8888888888888888,0.6666666666666666,0.5263157894736842,0.6666666666666666,0.9444444444444444
1B3T_2_1,double_mut,0.7708846153846154,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7708846153846154,0.8003333333333332,2,2,0.8888888888888888,0.6,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7584059829059829,0.8019999999999999,2,2,0.8888888888888888,0.6,0.5,0.5384615384615384,0.9444444444444444
1B3T_2_1,double_mut,0.8081578947368422,0.7769999999999999,2,2,0.8888888888888888,0.7222222222222222,0.5789473684210527,0.6666666666666666,1.0
1B3T_2_1,double_mut,0.7696457489878542,0.7769999999999999,2,2,0.8888888888888888,0.631578947368421,0.5,0.5384615384615384,1.0
1B3T_2_1,double_mut,0.7639615384615385,0.7769999999999999,2,2,0.8888888888888888,0.6,0.5,0.5384615384615384,1.0
1B3T_2_1,double_mut,0.8026023391812867,0.7519999999999999,2,2,0.8888888888888888,0.7222222222222222,0.5789473684210527,0.6666666666666666,0.9444444444444444
1B3T_2_1,double_mut,0.7640901934322987,0.7519999999999999,2,2,0.8888888888888888,0.631578947368421,0.5,0.5384615384615384,0.9444444444444444
1B3T_2_1,double_mut,0.7584059829059829,0.8019999999999999,2,2,0.8888888888888888,0.6,0.5,0.5384615384615384,0.9444444444444444
1B3T_2_1,double_mut,0.8081578947368422,0.7769999999999999,2,2,0.8888888888888888,0.7222222222222222,0.5789473684210527,0.6666666666666666,1.0
1B3T_2_1,double_mut,0.7696457489878542,0.7769999999999999,2,2,0.8888888888888888,0.631578947368421,0.5,0.5384615384615384,1.0
1B3T_2_1,double_mut,0.7675467836257311,0.7536666666666666,2,2,0.8888888888888888,0.6,0.5789473684210527,0.5833333333333334,0.8888888888888888
1B3T_2_1,double_mut,0.7787865497076024,0.7786666666666666,2,2,0.8888888888888888,0.631578947368421,0.5789473684210527,0.5833333333333334,0.9444444444444444
1B3T_2_1,double_mut,0.8161616161616162,0.7303333333333333,2,2,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.6363636363636364,0.8888888888888888
1B3T_2_1,double_mut,0.7731023391812867,0.7786666666666666,2,2,0.8888888888888888,0.6,0.5789473684210527,0.5833333333333334,0.9444444444444444
1B3T_2_1,double_mut,0.784342105263158,0.7536666666666666,2,2,0.8888888888888888,0.631578947368421,0.5789473684210527,0.5833333333333334,1.0
1B3T_2_1,double_mut,0.8217171717171717,0.7553333333333333,2,2,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.6363636363636364,0.9444444444444444
1B3T_2_1,double_mut,0.7675467836257311,0.7536666666666666,2,2,0.8888888888888888,0.6,0.5789473684210527,0.5833333333333334,0.8888888888888888
1B3T_2_1,double_mut,0.7787865497076024,0.7786666666666666,2,2,0.8888888888888888,0.631578947368421,0.5789473684210527,0.5833333333333334,0.9444444444444444
1B3T_2_1,double_mut,0.8161616161616162,0.7303333333333333,2,2,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.6363636363636364,0.8888888888888888
1B3T_2_1,double_mut,0.7993195108984583,0.7303333333333333,2,2,0.8888888888888888,0.6842105263157895,0.6666666666666666,0.6363636363636364,0.8888888888888888
1B3T_2_1,double_mut,0.8048750664540139,0.7553333333333333,2,2,0.8888888888888888,0.6842105263157895,0.6666666666666666,0.6363636363636364,0.9444444444444444
1B3T_2_1,double_mut,0.7993195108984583,0.7303333333333333,2,2,0.8888888888888888,0.6842105263157895,0.6666666666666666,0.6363636363636364,0.8888888888888888
1B3T_2_1,double_mut,0.8048750664540139,0.7553333333333333,2,2,0.8888888888888888,0.6842105263157895,0.6666666666666666,0.6363636363636364,0.9444444444444444
1B3T_2_1,double_mut,0.8104306220095694,0.7303333333333333,2,2,0.8888888888888888,0.6842105263157895,0.6666666666666666,0.6363636363636364,1.0
1B3T_2_1,double_mut,0.8048750664540139,0.7553333333333333,2,2,0.8888888888888888,0.6842105263157895,0.6666666666666666,0.6363636363636364,0.9444444444444444
1B3T_2_1,double_mut,0.7993195108984583,0.7303333333333333,2,2,0.8888888888888888,0.6842105263157895,0.6666666666666666,0.6363636363636364,0.8888888888888888
1B3T_2_1,double_mut,0.8048750664540139,0.7553333333333333,2,2,0.8888888888888888,0.6842105263157895,0.6666666666666666,0.6363636363636364,0.9444444444444444
1B3T_2_1,double_mut,0.7993195108984583,0.7303333333333333,2,2,0.8888888888888888,0.6842105263157895,0.6666666666666666,0.6363636363636364,0.8888888888888888
1B3T_2_1,double_mut,0.8351241830065359,0.707,2,2,0.8888888888888888,0.7777777777777778,0.7647058823529411,0.7,0.8888888888888888
1B3T_2_1,double_mut,0.8406797385620914,0.732,2,2,0.8888888888888888,0.7777777777777778,0.7647058823529411,0.7,0.9444444444444444
1B3T_2_1,double_mut,0.8421241830065359,0.6836666666666665,2,2,0.8888888888888888,0.7777777777777778,0.7647058823529411,0.7777777777777778,0.8888888888888888
1B3T_2_1,double_mut,0.8406797385620914,0.732,2,2,0.8888888888888888,0.7777777777777778,0.7647058823529411,0.7,0.9444444444444444
1B3T_2_1,double_mut,0.853235294117647,0.6836666666666665,2,2,0.8888888888888888,0.7777777777777778,0.7647058823529411,0.7777777777777778,1.0
1B3T_2_1,double_mut,0.8406797385620914,0.732,2,2,0.8888888888888888,0.7777777777777778,0.7647058823529411,0.7,0.9444444444444444
1B3T_2_1,double_mut,0.8421241830065359,0.6836666666666665,2,2,0.8888888888888888,0.7777777777777778,0.7647058823529411,0.7777777777777778,0.8888888888888888
1B3T_2_1,double_mut,0.8406797385620914,0.732,2,2,0.8888888888888888,0.7777777777777778,0.7647058823529411,0.7,0.9444444444444444
1B3T_2_1,double_mut,0.8351241830065359,0.707,2,2,0.8888888888888888,0.7777777777777778,0.7647058823529411,0.7,0.8888888888888888
1B3T_2_1,double_mut,0.8325787284610815,0.7536666666666666,2,2,0.8888888888888888,0.8235294117647058,0.6666666666666666,0.7272727272727273,0.8888888888888888
1B3T_2_1,double_mut,0.813056884635832,0.7786666666666666,2,2,0.8888888888888888,0.6842105263157895,0.6666666666666666,0.7272727272727273,0.9444444444444444
1B3T_2_1,double_mut,0.8143434343434345,0.7536666666666666,2,2,0.8888888888888888,0.7222222222222222,0.6666666666666666,0.7272727272727273,0.8888888888888888
1B3T_2_1,double_mut,0.81989898989899,0.7786666666666666,2,2,0.8888888888888888,0.7222222222222222,0.6666666666666666,0.7272727272727273,0.9444444444444444
1B3T_2_1,double_mut,0.8186124401913876,0.7536666666666666,2,2,0.8888888888888888,0.6842105263157895,0.6666666666666666,0.7272727272727273,1.0
1B3T_2_1,double_mut,0.81989898989899,0.7786666666666666,2,2,0.8888888888888888,0.7222222222222222,0.6666666666666666,0.7272727272727273,0.9444444444444444
1B3T_2_1,double_mut,0.8075013290802765,0.7536666666666666,2,2,0.8888888888888888,0.6842105263157895,0.6666666666666666,0.7272727272727273,0.8888888888888888
1B3T_2_1,double_mut,0.813056884635832,0.7786666666666666,2,2,0.8888888888888888,0.6842105263157895,0.6666666666666666,0.7272727272727273,0.9444444444444444
1B3T_2_1,double_mut,0.8075013290802765,0.7536666666666666,2,2,0.8888888888888888,0.6842105263157895,0.6666666666666666,0.7272727272727273,0.8888888888888888
1B3T_2_1,double_mut,0.8079545454545455,0.7536666666666666,2,2,0.8888888888888888,0.6666666666666666,0.6111111111111112,0.7272727272727273,1.0
1B3T_2_1,double_mut,0.8081578947368422,0.7769999999999999,2,2,0.8888888888888888,0.7222222222222222,0.5789473684210527,0.6666666666666666,1.0
1B3T_2_1,double_mut,0.7806023391812866,0.8019999999999999,2,2,0.8888888888888888,0.6,0.5789473684210527,0.6666666666666666,0.9444444444444444
1B3T_2_1,double_mut,0.7862865497076024,0.7519999999999999,2,2,0.8888888888888888,0.631578947368421,0.5789473684210527,0.6666666666666666,0.9444444444444444
1B3T_2_1,double_mut,0.7957602339181287,0.7519999999999999,2,2,0.8888888888888888,0.6842105263157895,0.5789473684210527,0.6666666666666666,0.9444444444444444
1B3T_2_1,double_mut,0.7861578947368422,0.7769999999999999,2,2,0.8888888888888888,0.6,0.5789473684210527,0.6666666666666666,1.0
1B3T_2_1,double_mut,0.7981578947368422,0.7769999999999999,2,2,0.8888888888888888,0.6666666666666666,0.5789473684210527,0.6666666666666666,1.0
1B3T_2_1,double_mut,0.8013157894736842,0.7769999999999999,2,2,0.8888888888888888,0.6842105263157895,0.5789473684210527,0.6666666666666666,1.0
1B3T_2_1,double_mut,0.7806023391812866,0.8019999999999999,2,2,0.8888888888888888,0.6,0.5789473684210527,0.6666666666666666,0.9444444444444444
1B3T_2_1,double_mut,0.7571703296703297,0.8003333333333332,2,2,0.8888888888888888,0.5238095238095238,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7618846153846154,0.8003333333333332,2,2,0.8888888888888888,0.55,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7697076023391813,0.8019999999999999,2,2,0.8888888888888888,0.5789473684210527,0.5263157894736842,0.6666666666666666,0.9444444444444444
1B3T_2_1,double_mut,0.7516147741147742,0.7753333333333333,2,2,0.8888888888888888,0.5238095238095238,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7516147741147742,0.7753333333333333,2,2,0.8888888888888888,0.5238095238095238,0.5,0.6153846153846154,0.9444444444444444
1B3T_2_1,double_mut,0.7752631578947369,0.7769999999999999,2,2,0.8888888888888888,0.5789473684210527,0.5263157894736842,0.6666666666666666,1.0
1B3T_2_1,double_mut,0.7571703296703297,0.8003333333333332,2,2,0.8888888888888888,0.5238095238095238,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7571703296703297,0.8003333333333332,2,2,0.8888888888888888,0.5238095238095238,0.5,0.6153846153846154,1.0
1B3T_2_1,double_mut,0.7697076023391813,0.8019999999999999,2,2,0.8888888888888888,0.5789473684210527,0.5263157894736842,0.6666666666666666,0.9444444444444444
1B3T_2_1,double_mut,0.7324603174603176,0.8236666666666667,2,2,0.8888888888888888,0.5238095238095238,0.42857142857142855,0.5714285714285714,0.8888888888888888
1B3T_2_1,double_mut,0.7380158730158731,0.8486666666666666,2,2,0.8888888888888888,0.5238095238095238,0.42857142857142855,0.5714285714285714,0.9444444444444444
1B3T_2_1,double_mut,0.7324603174603176,0.8236666666666667,2,2,0.8888888888888888,0.5238095238095238,0.42857142857142855,0.5714285714285714,0.8888888888888888
1B3T_2_1,double_mut,0.7380158730158731,0.8486666666666666,2,2,0.8888888888888888,0.5238095238095238,0.42857142857142855,0.5714285714285714,0.9444444444444444
1B3T_2_1,double_mut,0.7435714285714287,0.8236666666666667,2,2,0.8888888888888888,0.5238095238095238,0.42857142857142855,0.5714285714285714,1.0
