protein	null_type	permutation	spearman
DBP001	all_mutation_shuffle	119	-0.005060728744939271
DBP001	all_mutation_shuffle	120	-0.027732793522267207
DBP001	all_mutation_shuffle	121	-0.15060728744939272
DBP001	all_mutation_shuffle	122	0.07489878542510123
DBP001	all_mutation_shuffle	123	-0.06072874493927126
DBP001	all_mutation_shuffle	124	0.21882591093117412
DBP001	all_mutation_shuffle	125	0.015789473684210527
DBP001	all_mutation_shuffle	126	-0.32348178137651823
DBP001	all_mutation_shuffle	127	-0.07469635627530365
DBP001	all_mutation_shuffle	128	-0.06821862348178138
DBP001	all_mutation_shuffle	129	0.1222672064777328
DBP001	all_mutation_shuffle	130	-0.12246963562753038
DBP001	all_mutation_shuffle	131	0.2522267206477733
DBP001	all_mutation_shuffle	132	-0.22773279352226725
DBP001	all_mutation_shuffle	133	-0.2396761133603239
DBP001	all_mutation_shuffle	134	0.11518218623481782
DBP001	all_mutation_shuffle	135	0.1396761133603239
DBP001	all_mutation_shuffle	136	0.05708502024291498
DBP001	all_mutation_shuffle	137	0.05425101214574899
DBP001	all_mutation_shuffle	138	0.1742914979757085
DBP001	all_mutation_shuffle	139	-0.15951417004048585
DBP001	all_mutation_shuffle	140	0.048785425101214586
DBP001	all_mutation_shuffle	141	-0.22813765182186235
DBP001	all_mutation_shuffle	142	-0.017813765182186237
DBP001	all_mutation_shuffle	143	-0.005060728744939271
DBP001	all_mutation_shuffle	144	0.037449392712550614
DBP001	all_mutation_shuffle	145	-0.1208502024291498
DBP001	all_mutation_shuffle	146	-0.09190283400809718
DBP001	all_mutation_shuffle	147	-0.19473684210526315
DBP001	all_mutation_shuffle	148	-0.18785425101214573
DBP001	all_mutation_shuffle	149	0.026923076923076925
DBP001	all_mutation_shuffle	150	-0.16923076923076924
DBP001	all_mutation_shuffle	151	0.2293522267206478
DBP001	all_mutation_shuffle	152	-0.35445344129554657
DBP001	all_mutation_shuffle	153	0.023481781376518216
DBP001	all_mutation_shuffle	154	0.23340080971659918
DBP001	all_mutation_shuffle	155	-0.06052631578947369
DBP001	all_mutation_shuffle	156	0.19919028340080971
DBP001	all_mutation_shuffle	157	-0.17813765182186236
DBP001	all_mutation_shuffle	158	-0.0305668016194332
DBP001	all_mutation_shuffle	159	0.1765182186234818
DBP001	all_mutation_shuffle	160	0.15931174089068825
DBP001	all_mutation_shuffle	161	-0.16072874493927128
DBP001	all_mutation_shuffle	162	0.1791497975708502
DBP001	all_mutation_shuffle	163	-0.11538461538461539
DBP001	all_mutation_shuffle	164	0.029959514170040488
DBP001	all_mutation_shuffle	165	-0.13582995951417004
DBP001	all_mutation_shuffle	166	0.39190283400809717
DBP001	all_mutation_shuffle	167	-0.2133603238866397
DBP001	all_mutation_shuffle	168	-0.0645748987854251
DBP001	all_mutation_shuffle	169	0.013157894736842106
DBP001	all_mutation_shuffle	170	0.18299595141700403
DBP001	all_mutation_shuffle	171	0.19129554655870448
DBP001	all_mutation_shuffle	172	0.17854251012145747
DBP001	all_mutation_shuffle	173	0.1453441295546559
DBP001	all_mutation_shuffle	174	-0.014170040485829961
DBP001	all_mutation_shuffle	175	0.14797570850202432
DBP001	all_mutation_shuffle	176	0.07651821862348179
DBP001	all_mutation_shuffle	177	0.053036437246963566
DBP001	all_mutation_shuffle	178	0.06437246963562754
DBP001	all_mutation_shuffle	179	-0.2866396761133604
DBP001	all_mutation_shuffle	180	0.18542510121457492
DBP001	all_mutation_shuffle	181	0.20384615384615387
DBP001	all_mutation_shuffle	182	-0.0014170040485829958
DBP001	all_mutation_shuffle	183	0.2975708502024291
DBP001	all_mutation_shuffle	184	0.12793522267206478
DBP001	all_mutation_shuffle	185	-0.0757085020242915
DBP001	all_mutation_shuffle	186	0.10060728744939271
DBP001	all_mutation_shuffle	187	0.006275303643724696
DBP001	all_mutation_shuffle	188	0.2617408906882592
DBP001	all_mutation_shuffle	189	0.06052631578947369
DBP001	all_mutation_shuffle	190	-0.038259109311740896
DBP001	all_mutation_shuffle	191	-0.13299595141700404
DBP001	all_mutation_shuffle	192	0.005060728744939271
DBP001	all_mutation_shuffle	193	-0.1174089068825911
DBP001	all_mutation_shuffle	194	-0.23724696356275307
DBP001	all_mutation_shuffle	195	0.022672064777327933
DBP001	all_mutation_shuffle	196	0.10303643724696357
DBP001	all_mutation_shuffle	197	0.1856275303643725
DBP001	all_mutation_shuffle	198	-0.017611336032388666
DBP001	all_mutation_shuffle	199	-0.23218623481781375
DBP001	all_mutation_shuffle	200	0.07732793522267206
DBP001	all_mutation_shuffle	201	-0.15303643724696359
DBP001	all_mutation_shuffle	202	0.0066801619433198385
DBP001	all_mutation_shuffle	203	0.3635627530364373
DBP001	all_mutation_shuffle	204	0.08724696356275304
DBP001	all_mutation_shuffle	205	0.2878542510121458
DBP001	all_mutation_shuffle	206	0.04838056680161943
DBP001	all_mutation_shuffle	207	0.005060728744939271
DBP001	all_mutation_shuffle	208	0.1868421052631579
DBP001	all_mutation_shuffle	209	-0.49817813765182184
DBP001	all_mutation_shuffle	210	-0.15161943319838056
DBP001	all_mutation_shuffle	211	0.3002024291497976
DBP001	all_mutation_shuffle	212	0.11072874493927126
DBP001	all_mutation_shuffle	213	0.17327935222672064
DBP001	all_mutation_shuffle	214	0.033805668016194335
DBP001	all_mutation_shuffle	215	-0.10182186234817814
DBP001	all_mutation_shuffle	216	-0.1791497975708502
DBP001	all_mutation_shuffle	217	-0.16093117408906882
DBP001	all_mutation_shuffle	218	-0.265587044534413
DBP001	all_mutation_shuffle	219	-0.061336032388663975
DBP001	all_mutation_shuffle	220	0.05566801619433199
DBP001	all_mutation_shuffle	221	0.1311740890688259
DBP001	all_mutation_shuffle	222	0.08157894736842106
DBP001	all_mutation_shuffle	223	0.1076923076923077
DBP001	all_mutation_shuffle	224	-0.10890688259109312
DBP001	all_mutation_shuffle	225	0.12388663967611337
DBP001	all_mutation_shuffle	226	0.029149797570850206
DBP001	all_mutation_shuffle	227	0.0771255060728745
DBP001	all_mutation_shuffle	228	-0.0708502024291498
DBP001	all_mutation_shuffle	229	0.08461538461538462
DBP001	all_mutation_shuffle	230	0.09777327935222672
DBP001	all_mutation_shuffle	231	0.2538461538461539
DBP001	all_mutation_shuffle	232	-0.07449392712550608
DBP001	all_mutation_shuffle	233	-0.03866396761133603
DBP001	all_mutation_shuffle	234	-0.22995951417004049
DBP001	all_mutation_shuffle	235	0.348582995951417
DBP001	all_mutation_shuffle	236	-0.1631578947368421
DBP001	all_mutation_shuffle	237	0.09412955465587046
DBP001	all_mutation_shuffle	238	0.019635627530364373
DBP001	all_mutation_shuffle	239	0.08461538461538462
DBP001	all_mutation_shuffle	240	0.04797570850202429
DBP001	all_mutation_shuffle	241	0.10161943319838057
DBP001	all_mutation_shuffle	242	-0.3236842105263158
DBP001	all_mutation_shuffle	243	0.254251012145749
DBP001	all_mutation_shuffle	244	-0.060121457489878544
DBP001	all_mutation_shuffle	245	0.15991902834008098
DBP001	all_mutation_shuffle	246	0.24493927125506076
DBP001	all_mutation_shuffle	247	0.15951417004048585
DBP001	all_mutation_shuffle	248	-0.3200404858299595
DBP001	all_mutation_shuffle	249	-0.3052631578947369
DBP001	all_mutation_shuffle	250	-0.01437246963562753
DBP001	all_mutation_shuffle	251	0.15587044534412955
DBP001	all_mutation_shuffle	252	0.1534412955465587
DBP001	all_mutation_shuffle	253	0.2348178137651822
DBP001	all_mutation_shuffle	254	-0.12753036437246965
DBP001	all_mutation_shuffle	255	0.11376518218623483
DBP001	all_mutation_shuffle	256	-0.07975708502024292
DBP001	all_mutation_shuffle	257	0.09838056680161945
DBP001	all_mutation_shuffle	258	0.04979757085020243
DBP001	all_mutation_shuffle	259	0.0805668016194332
DBP001	all_mutation_shuffle	260	-0.15991902834008098
DBP001	all_mutation_shuffle	261	0.2813765182186235
DBP001	all_mutation_shuffle	262	0.29028340080971665
DBP001	all_mutation_shuffle	263	0.09352226720647773
DBP001	all_mutation_shuffle	264	-0.12692307692307694
DBP001	all_mutation_shuffle	265	0.0694331983805668
DBP001	all_mutation_shuffle	266	-0.019635627530364373
DBP001	all_mutation_shuffle	267	-0.017206477732793525
DBP001	all_mutation_shuffle	268	-0.04615384615384616
DBP001	all_mutation_shuffle	269	-0.07064777327935223
DBP001	all_mutation_shuffle	270	0.14433198380566803
DBP001	all_mutation_shuffle	271	0.019433198380566803
DBP001	all_mutation_shuffle	272	0.021052631578947368
DBP001	all_mutation_shuffle	273	-0.0036437246963562757
DBP001	all_mutation_shuffle	274	0.046761133603238865
DBP001	all_mutation_shuffle	275	0.10890688259109312
DBP001	all_mutation_shuffle	276	-0.22672064777327938
DBP001	all_mutation_shuffle	277	0.17570850202429153
DBP001	all_mutation_shuffle	278	-0.03704453441295547
DBP001	all_mutation_shuffle	279	0.003846153846153847
DBP001	all_mutation_shuffle	280	-0.1417004048582996
DBP001	all_mutation_shuffle	281	0.1327935222672065
DBP001	all_mutation_shuffle	282	0.1433198380566802
DBP001	all_mutation_shuffle	283	-0.03906882591093117
DBP001	all_mutation_shuffle	284	-0.23866396761133604
DBP001	all_mutation_shuffle	285	-0.26842105263157895
DBP001	all_mutation_shuffle	286	0.3647773279352227
DBP001	all_mutation_shuffle	287	0.01862348178137652
DBP001	all_mutation_shuffle	288	0.030769230769230774
DBP001	all_mutation_shuffle	289	-0.28238866396761136
DBP001	all_mutation_shuffle	290	-0.32186234817813764
DBP001	all_mutation_shuffle	291	0.14453441295546557
DBP001	all_mutation_shuffle	292	0.12327935222672066
DBP001	all_mutation_shuffle	293	0.16396761133603238
DBP001	all_mutation_shuffle	294	0.16032388663967612
DBP001	all_mutation_shuffle	295	-0.04797570850202429
DBP001	all_mutation_shuffle	296	-0.1836032388663968
DBP001	all_mutation_shuffle	297	-0.19008097165991905
DBP001	all_mutation_shuffle	298	-0.050809716599190285
DBP001	all_mutation_shuffle	299	-0.08502024291497977
DBP001	all_mutation_shuffle	300	0.053643724696356275
DBP001	all_mutation_shuffle	301	-0.05
DBP001	all_mutation_shuffle	302	-0.2048582995951417
DBP001	all_mutation_shuffle	303	-0.027530364372469637
DBP001	all_mutation_shuffle	304	0.1230769230769231
DBP001	all_mutation_shuffle	305	-0.0771255060728745
DBP001	all_mutation_shuffle	306	0.042914979757085026
DBP001	all_mutation_shuffle	307	-0.06072874493927126
DBP001	all_mutation_shuffle	308	0.03360323886639676
DBP001	all_mutation_shuffle	309	0.08522267206477734
DBP001	all_mutation_shuffle	310	-0.22388663967611339
DBP001	all_mutation_shuffle	311	0.0716599190283401
DBP001	all_mutation_shuffle	312	-0.07530364372469636
DBP001	all_mutation_shuffle	313	0.06093117408906883
DBP001	all_mutation_shuffle	314	0.4234817813765182
DBP001	all_mutation_shuffle	315	-0.12004048582995952
DBP001	all_mutation_shuffle	316	0.09959514170040486
DBP001	all_mutation_shuffle	317	-0.005263157894736842
DBP001	all_mutation_shuffle	318	0.1402834008097166
DBP001	all_mutation_shuffle	319	-0.08481781376518219
DBP001	all_mutation_shuffle	320	-0.12004048582995952
DBP001	all_mutation_shuffle	321	0.08987854251012145
DBP001	all_mutation_shuffle	322	-0.09129554655870445
DBP001	all_mutation_shuffle	323	-0.1368421052631579
DBP001	all_mutation_shuffle	324	-0.03906882591093117
DBP001	all_mutation_shuffle	325	-0.003036437246963563
DBP001	all_mutation_shuffle	326	0.05222672064777328
DBP001	all_mutation_shuffle	327	0.13785425101214574
DBP001	all_mutation_shuffle	328	-0.23562753036437248
DBP001	all_mutation_shuffle	329	-0.1765182186234818
DBP001	all_mutation_shuffle	330	0.19534412955465588
DBP001	all_mutation_shuffle	331	-0.008299595141700407
DBP001	all_mutation_shuffle	332	-0.11821862348178139
DBP001	all_mutation_shuffle	333	-0.03016194331983806
DBP001	all_mutation_shuffle	334	0.2629554655870445
DBP001	all_mutation_shuffle	335	0.08886639676113361
DBP001	all_mutation_shuffle	336	0.061336032388663975
DBP001	all_mutation_shuffle	337	0.25000000000000006
DBP001	all_mutation_shuffle	338	-0.029554655870445347
DBP001	all_mutation_shuffle	339	0.09979757085020242
DBP001	all_mutation_shuffle	340	0.10303643724696357
DBP001	all_mutation_shuffle	341	-0.08299595141700405
DBP001	all_mutation_shuffle	342	-0.16761133603238867
DBP001	all_mutation_shuffle	343	-0.10242914979757085
DBP001	all_mutation_shuffle	344	0.1417004048582996
DBP001	all_mutation_shuffle	345	-0.08036437246963564
DBP001	all_mutation_shuffle	346	0.05222672064777328
DBP001	all_mutation_shuffle	347	0.012348178137651822
DBP001	all_mutation_shuffle	348	-0.12753036437246965
DBP001	all_mutation_shuffle	349	0.10708502024291498
DBP001	all_mutation_shuffle	350	-0.24008097165991904
DBP001	all_mutation_shuffle	351	-0.021862348178137654
DBP001	all_mutation_shuffle	352	-0.08097165991902834
DBP001	all_mutation_shuffle	353	-0.03097165991902834
DBP001	all_mutation_shuffle	354	-0.04696356275303643
DBP001	all_mutation_shuffle	355	0.06275303643724696
DBP001	all_mutation_shuffle	356	0.10526315789473685
DBP001	all_mutation_shuffle	357	-0.11214574898785426
DBP001	all_mutation_shuffle	358	-0.15526315789473685
DBP001	all_mutation_shuffle	359	0.13522267206477734
DBP001	all_mutation_shuffle	360	0.1751012145748988
DBP001	all_mutation_shuffle	361	0.1702429149797571
DBP001	all_mutation_shuffle	362	0.13299595141700404
DBP001	all_mutation_shuffle	363	0.28016194331983807
DBP001	all_mutation_shuffle	364	0.05404858299595142
DBP001	all_mutation_shuffle	365	0.20060728744939274
DBP001	all_mutation_shuffle	366	0.0006072874493927126
DBP001	all_mutation_shuffle	367	0.027530364372469637
DBP001	all_mutation_shuffle	368	0.004251012145748988
DBP001	all_mutation_shuffle	369	-0.1631578947368421
DBP001	all_mutation_shuffle	370	0.006882591093117409
DBP001	all_mutation_shuffle	371	-0.17287449392712553
DBP001	all_mutation_shuffle	372	0.14008097165991903
DBP001	all_mutation_shuffle	373	0.15566801619433202
DBP001	all_mutation_shuffle	374	0.06194331983805668
DBP001	all_mutation_shuffle	375	0.11234817813765183
DBP001	all_mutation_shuffle	376	0.1536437246963563
DBP001	all_mutation_shuffle	377	0.07186234817813765
DBP001	all_mutation_shuffle	378	0.1716599190283401
DBP001	all_mutation_shuffle	379	-0.0012145748987854252
DBP001	all_mutation_shuffle	380	0.027732793522267207
DBP001	all_mutation_shuffle	381	0.2917004048582996
DBP001	all_mutation_shuffle	382	-0.13076923076923078
DBP001	all_mutation_shuffle	383	-0.056680161943319846
DBP001	all_mutation_shuffle	384	0.151417004048583
DBP001	all_mutation_shuffle	385	-0.23076923076923078
DBP001	all_mutation_shuffle	386	-0.1481781376518219
DBP001	all_mutation_shuffle	387	-0.15506072874493926
DBP001	all_mutation_shuffle	388	-0.051417004048583
DBP001	all_mutation_shuffle	389	0.09331983805668018
DBP001	all_mutation_shuffle	390	0.1771255060728745
DBP001	all_mutation_shuffle	391	-0.16214574898785425
DBP001	all_mutation_shuffle	392	-0.17530364372469637
DBP001	all_mutation_shuffle	393	0.057287449392712554
DBP001	all_mutation_shuffle	394	0.07206477732793523
DBP001	all_mutation_shuffle	395	-0.09271255060728746
DBP001	all_mutation_shuffle	396	0.298582995951417
DBP001	all_mutation_shuffle	397	0.2765182186234818
DBP001	all_mutation_shuffle	398	0.07530364372469636
DBP001	all_mutation_shuffle	399	0.010323886639676113
DBP001	all_mutation_shuffle	400	0.006275303643724696
DBP001	all_mutation_shuffle	401	0.451417004048583
DBP001	all_mutation_shuffle	402	-0.24919028340080973
DBP001	all_mutation_shuffle	403	-0.00020242914979757084
DBP001	all_mutation_shuffle	404	-0.15101214574898789
DBP001	all_mutation_shuffle	405	-0.2222672064777328
DBP001	all_mutation_shuffle	406	0.13137651821862348
DBP001	all_mutation_shuffle	407	0.12732793522267205
DBP001	all_mutation_shuffle	408	-0.0716599190283401
DBP001	all_mutation_shuffle	409	-0.15951417004048585
DBP001	all_mutation_shuffle	410	0.18137651821862347
DBP001	all_mutation_shuffle	411	-0.2182186234817814
DBP001	all_mutation_shuffle	412	-0.3119433198380567
DBP001	all_mutation_shuffle	413	0.04311740890688259
DBP001	all_mutation_shuffle	414	0.028947368421052635
DBP001	all_mutation_shuffle	415	-0.0716599190283401
DBP001	all_mutation_shuffle	416	-0.2589068825910931
DBP001	all_mutation_shuffle	417	0.0882591093117409
DBP001	all_mutation_shuffle	418	0.0771255060728745
DBP001	all_mutation_shuffle	419	0.22085020242914982
DBP001	all_mutation_shuffle	420	-0.19352226720647772
DBP001	all_mutation_shuffle	421	-0.10809716599190285
DBP001	all_mutation_shuffle	422	-0.16902834008097167
DBP001	all_mutation_shuffle	423	-0.1508097165991903
DBP001	all_mutation_shuffle	424	-0.05384615384615385
DBP001	all_mutation_shuffle	425	-0.209919028340081
DBP001	all_mutation_shuffle	426	0.0354251012145749
DBP001	all_mutation_shuffle	427	-0.2133603238866397
DBP001	all_mutation_shuffle	428	0.13744939271255063
DBP001	all_mutation_shuffle	429	0.13522267206477734
DBP001	all_mutation_shuffle	430	0.13947368421052633
DBP001	all_mutation_shuffle	431	0.11518218623481782
DBP001	all_mutation_shuffle	432	-0.17408906882591096
DBP001	all_mutation_shuffle	433	0.5390688259109312
DBP001	all_mutation_shuffle	434	-0.49514170040485833
DBP001	all_mutation_shuffle	435	0.12246963562753038
DBP001	all_mutation_shuffle	436	0.025506072874493926
DBP001	all_mutation_shuffle	437	0.2251012145748988
DBP001	all_mutation_shuffle	438	0.0020242914979757085
DBP001	all_mutation_shuffle	439	0.037449392712550614
DBP001	all_mutation_shuffle	440	0.13704453441295547
DBP001	all_mutation_shuffle	441	-0.18927125506072875
DBP001	all_mutation_shuffle	442	-0.04979757085020243
DBP001	all_mutation_shuffle	443	0.10020242914979757
DBP001	all_mutation_shuffle	444	-0.10121457489878542
DBP001	all_mutation_shuffle	445	0.24574898785425103
DBP001	all_mutation_shuffle	446	0.04190283400809717
DBP001	all_mutation_shuffle	447	-0.36599190283400806
DBP001	all_mutation_shuffle	448	0.1091093117408907
DBP001	all_mutation_shuffle	449	-0.06558704453441296
DBP001	all_mutation_shuffle	450	-0.1222672064777328
DBP001	all_mutation_shuffle	451	0.2963562753036438
DBP001	all_mutation_shuffle	452	0.205668016194332
DBP001	all_mutation_shuffle	453	0.16639676113360324
DBP001	all_mutation_shuffle	454	-0.29898785425101215
DBP001	all_mutation_shuffle	455	0.1686234817813765
DBP001	all_mutation_shuffle	456	-0.3593117408906883
DBP001	all_mutation_shuffle	457	-0.025303643724696356
DBP001	all_mutation_shuffle	458	-0.1062753036437247
DBP001	all_mutation_shuffle	459	0.007287449392712551
DBP001	all_mutation_shuffle	460	0.04008097165991903
DBP001	all_mutation_shuffle	461	-0.15263157894736845
DBP001	all_mutation_shuffle	462	0.24352226720647774
DBP001	all_mutation_shuffle	463	0.04635627530364373
DBP001	all_mutation_shuffle	464	-0.15809716599190282
DBP001	all_mutation_shuffle	465	0.05222672064777328
DBP001	all_mutation_shuffle	466	0.05748987854251012
DBP001	all_mutation_shuffle	467	0.0840080971659919
DBP001	all_mutation_shuffle	468	-0.08036437246963564
DBP001	all_mutation_shuffle	469	-0.07388663967611336
DBP001	all_mutation_shuffle	470	0.06680161943319839
DBP001	all_mutation_shuffle	471	0.14008097165991903
DBP001	all_mutation_shuffle	472	-0.04736842105263159
DBP001	all_mutation_shuffle	473	0.0006072874493927126
DBP001	all_mutation_shuffle	474	0.19352226720647772
DBP001	all_mutation_shuffle	475	0.08562753036437248
DBP001	all_mutation_shuffle	476	0.11477732793522268
DBP001	all_mutation_shuffle	477	0.3453441295546559
DBP001	all_mutation_shuffle	478	-0.04331983805668016
DBP001	all_mutation_shuffle	479	0.05222672064777328
DBP001	all_mutation_shuffle	480	-0.11214574898785426
DBP001	all_mutation_shuffle	481	0.17813765182186236
DBP001	all_mutation_shuffle	482	-0.40445344129554656
DBP001	all_mutation_shuffle	483	0.26902834008097165
DBP001	all_mutation_shuffle	484	0.3190283400809717
DBP001	all_mutation_shuffle	485	-0.12206477732793523
DBP001	all_mutation_shuffle	486	-0.25485829959514167
DBP001	all_mutation_shuffle	487	-0.050404858299595144
DBP001	all_mutation_shuffle	488	-0.11396761133603239
DBP001	all_mutation_shuffle	489	-0.07105263157894738
DBP001	all_mutation_shuffle	490	0.010931174089068827
DBP001	all_mutation_shuffle	491	-0.32064777327935223
DBP001	all_mutation_shuffle	492	0.18036437246963563
DBP001	all_mutation_shuffle	493	-0.11275303643724698
DBP001	all_mutation_shuffle	494	-0.16923076923076924
DBP001	all_mutation_shuffle	495	0.07732793522267206
DBP001	all_mutation_shuffle	496	0.31619433198380564
DBP001	all_mutation_shuffle	497	0.145748987854251
DBP001	all_mutation_shuffle	498	-0.016194331983805668
DBP001	all_mutation_shuffle	499	-0.18846153846153849
DBP001	all_mutation_shuffle	500	0.06153846153846155
DBP001	all_mutation_shuffle	501	0.12206477732793523
DBP001	all_mutation_shuffle	502	0.08076923076923077
DBP001	all_mutation_shuffle	503	0.036639676113360324
DBP001	all_mutation_shuffle	504	-0.15789473684210525
DBP001	all_mutation_shuffle	505	0.14919028340080975
DBP001	all_mutation_shuffle	506	-0.048785425101214586
DBP001	all_mutation_shuffle	507	-0.0066801619433198385
DBP001	all_mutation_shuffle	508	-0.18319838056680163
