simulation,replicate,n_training_proteins,n_dna_per_protein,n_test_proteins,model_capacity_parameters,held_out_spearman_median,protein_shuffle_correlation_median,protein_shuffle_effect_size,simulation_only,interpretation,stage
synthetic_low_rank_protein_specific_landscapes,2,40,256,20,96,0.9999392023346302,-0.3145335030899518,1.314533503089952,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,2,80,256,20,96,0.9999670977340348,-0.3137996395056076,1.3137996395056075,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,3,2,256,20,96,0.5580217154955367,-0.2672107461661707,1.2672107461661706,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,3,3,256,20,96,0.6177007038223847,0.0111299067292286,0.9888700932707714,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,3,4,256,20,96,0.7952989099336232,-0.0227723020141908,1.0227723020141908,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,3,5,256,20,96,0.7959040255207139,-0.2230126316090638,1.223012631609064,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,3,10,256,20,96,0.999875543602655,-0.0295655470359349,1.029565547035935,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,3,20,256,20,96,0.999915240901808,-0.0349107347219043,1.0349107347219044,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,3,40,256,20,96,0.9999524347676813,-0.0320943722819867,1.0320943722819866,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,3,80,256,20,96,0.9999645943007552,-0.0337981374456397,1.0337981374456398,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,4,2,256,20,96,0.4688926956969557,0.2514580710688944,0.7485419289311055,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,4,3,256,20,96,0.6954845216296635,-0.0917558365758754,1.0917558365758755,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,4,4,256,20,96,0.706376602197299,-0.0447417172121766,1.044741717212177,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,4,5,256,20,96,0.8091364585717554,-0.0856857261387045,1.0856857261387045,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,4,10,256,20,96,0.9997378547722588,-0.031715996223392,1.0317159962233922,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,4,20,256,20,96,0.9998737554360264,-0.0300140192263675,1.0300140192263676,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,4,40,256,20,96,0.9999599450675208,-0.0344890850308995,1.0344890850308994,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,4,80,256,20,96,0.9999674553673606,-0.0364303187228198,1.03643031872282,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,5,2,256,20,96,0.5064320353627831,-0.2516283045319294,1.2516283045319294,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,5,3,256,20,96,0.6184746223392079,0.0925708829251544,0.9074291170748456,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,5,4,256,20,96,0.7413906929503317,-0.0821837806134126,1.0821837806134127,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,5,5,256,20,96,0.7178559166857403,0.1906160591668573,0.8093839408331427,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,5,10,256,20,96,0.9995765621423665,0.0474404182879377,0.9525595817120622,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,5,20,256,20,96,0.9998494363698786,0.0547150377660791,0.9452849622339208,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,5,40,256,20,96,0.9999445668345156,0.045559982261387,0.954440017738613,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,5,80,256,20,96,0.9999567263675896,0.0443518968871595,0.9556481031128404,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,6,2,256,20,96,0.4858530985351338,0.0172178988326848,0.9827821011673152,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,6,3,256,20,96,0.6682822156099792,0.0457405870908674,0.9542594129091324,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,6,4,256,20,96,0.6218771457999541,-0.1759216210803387,1.1759216210803387,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,6,5,256,20,96,0.7874806878004118,0.0335384956511787,0.9664615043488212,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,6,10,256,20,96,0.9997467956054016,-0.1394927328908216,1.1394927328908218,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,6,20,256,20,96,0.9999277580682076,-0.1431888733119706,1.1431888733119706,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,6,40,256,20,96,0.9999438515678644,-0.1415183680476081,1.1415183680476082,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,6,80,256,20,96,0.9999645943007552,-0.1446523088807507,1.1446523088807508,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,7,2,256,20,96,0.5699087319752802,0.2263822528038452,0.7736177471961547,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,7,3,256,20,96,0.5335073815518425,0.3349758239871824,0.6650241760128176,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,7,4,256,20,96,0.5030659905012588,0.2060944295033188,0.7939055704966812,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,7,5,256,20,96,0.8100012159533072,0.2829505464637216,0.7170494535362784,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,7,10,256,20,96,0.999580853742275,0.0527094300755321,0.9472905699244678,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,7,20,256,20,96,0.9999098764019224,0.0515278095674067,0.9484721904325932,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,7,40,256,20,96,0.9999556534676124,0.0497035219729915,0.9502964780270085,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
synthetic_low_rank_protein_specific_landscapes,7,80,256,20,96,0.9999696011673148,0.0520993076218814,0.9479006923781186,True,DNA observations held high; only independent protein units vary,v0.8_reused_simulation
