protein_id,left_index,right_index,left_score,right_score,difficulty,protocol
DBP1,4289,7128,-0.08285000000000001,0.108425,easy,S512
DBP1,6689,6307,-0.080925,0.15424500000000002,easy,S512
DBP1,4023,2828,-0.149785,0.02547,easy,S512
DBP1,2609,7046,-0.08322,0.139125,easy,S512
DBP1,1085,4495,0.1133,-0.11691,easy,S512
DBP1,737,5701,-0.141195,0.110145,easy,S512
DBP1,3889,107,0.121365,-0.08218,easy,S512
DBP1,661,950,-0.088025,0.05967,easy,S512
DBP1,1369,3799,-0.044770000000000004,0.113655,easy,S512
DBP1,2707,3532,-0.039585,0.171965,easy,S512
DBP1,190,3405,-0.097975,0.09395500000000001,easy,S512
DBP1,2094,4949,0.072995,-0.098925,easy,S512
DBP1,5991,2145,0.467345,-0.09001,easy,S512
DBP1,1265,6108,-0.0422,0.231545,easy,S512
DBP1,59,4816,0.140585,-0.17034,easy,S512
DBP1,3916,568,0.05479,-0.16103,easy,S512
DBP1,5273,1875,-0.22907500000000003,0.149785,easy,S512
DBP1,6661,7008,0.045430000000000005,-0.159985,easy,S512
DBP1,619,2590,-0.17807,0.076095,easy,S512
DBP1,2949,3964,0.18429,-0.089205,easy,S512
DBP1,7849,2316,0.103935,-0.11325500000000001,easy,S512
DBP1,1108,5237,0.129325,-0.112905,easy,S512
DBP1,2444,5513,-0.18136000000000002,0.035735,easy,S512
DBP1,4472,482,0.12761,-0.079425,easy,S512
DBP1,6980,1433,-0.163485,0.09029000000000001,easy,S512
DBP1,4926,3995,-0.12582,0.036265,easy,S512
DBP1,7295,1136,0.078565,-0.11538,easy,S512
DBP1,168,6580,0.08523,-0.058935,easy,S512
DBP1,4274,7263,0.21422000000000002,-0.036004999999999995,easy,S512
DBP1,5301,273,-0.12633,0.1473,easy,S512
DBP1,3202,8118,0.122545,-0.03751,easy,S512
DBP1,1965,2817,0.154265,-0.050555,easy,S512
DBP1,2997,7625,0.037715,-0.11832000000000001,easy,S512
DBP1,1296,146,0.034999999999999996,-0.201765,easy,S512
DBP1,3740,347,0.10944,-0.10434,easy,S512
DBP1,6419,2376,-0.08049500000000001,0.11488999999999999,easy,S512
DBP1,5047,4666,0.002564999999999998,-0.177655,easy,S512
DBP1,8137,3748,-0.10564,0.044344999999999996,easy,S512
DBP1,2548,1939,0.134795,-0.05742,easy,S512
DBP1,2817,2297,-0.050555,0.211405,easy,S512
DBP1,5015,3839,-0.1027,0.08741,easy,S512
DBP1,1467,7218,-0.11522,0.057355,easy,S512
DBP1,6360,1384,0.12260499999999999,-0.05765,easy,S512
DBP1,8037,6837,0.12683,-0.1191,easy,S512
DBP1,7816,6529,-0.097265,0.040975,easy,S512
DBP1,3374,2250,0.018515,-0.141535,easy,S512
DBP1,3562,7886,0.054099999999999995,-0.083535,easy,S512
DBP1,3131,4185,-0.07555,0.17387999999999998,easy,S512
DBP1,3983,5421,-0.09292,0.043695,easy,S512
DBP1,286,6265,-0.09799999999999999,0.04159,easy,S512
DBP1,1609,4630,0.050835,-0.138795,easy,S512
DBP1,1630,7354,-0.04667,0.48097,easy,S512
DBP1,5942,6054,-0.12943500000000002,0.06711,easy,S512
DBP1,5028,2364,-0.058589999999999996,0.158935,easy,S512
DBP1,6444,1698,-0.087055,0.121205,easy,S512
DBP1,5629,3306,-0.03946,0.24438500000000002,easy,S512
DBP1,50,8120,0.134865,-0.12558999999999998,easy,S512
DBP1,1742,5395,0.03702,-0.146925,easy,S512
DBP1,3332,3992,0.18713,-0.091625,easy,S512
DBP1,1666,6874,0.141815,-0.05688,easy,S512
DBP1,3798,5357,0.111045,-0.13431,easy,S512
DBP1,1248,5923,0.13929000000000002,-0.061085,easy,S512
DBP1,17,5052,0.12143999999999999,-0.04039,easy,S512
DBP1,6399,3922,-0.06489,0.077865,easy,S512
DBP1,6853,5303,0.061295,-0.11143499999999999,easy,S512
DBP1,493,3984,0.07202,-0.08998,easy,S512
DBP1,2235,6461,-0.09759,0.0698,easy,S512
DBP1,1505,3109,0.03916000000000001,-0.14488499999999999,easy,S512
DBP1,1698,4881,0.121205,-0.072875,easy,S512
DBP1,666,3502,-0.14003500000000002,0.042179999999999995,easy,S512
DBP1,1551,3667,-0.177365,0.088805,easy,S512
DBP1,2059,4974,-0.089805,0.122395,easy,S512
DBP1,1855,5748,0.127035,-0.068815,easy,S512
DBP1,324,1714,-0.11302499999999999,0.168045,easy,S512
DBP1,1035,2786,0.24186000000000002,-0.12567,easy,S512
DBP1,2400,7572,-0.0023949999999999996,-0.224005,easy,S512
DBP1,5050,3934,-0.049345,0.104185,easy,S512
DBP1,617,6084,-0.15072999999999998,0.046725,easy,S512
DBP1,2825,2252,0.11585999999999999,-0.042235,easy,S512
DBP1,7614,5764,0.046689999999999995,-0.16016999999999998,easy,S512
DBP1,3568,2761,-0.1953,0.08599,easy,S512
DBP1,612,3414,0.04807,-0.08607000000000001,easy,S512
DBP1,5889,3966,0.05192,-0.11132,easy,S512
DBP1,2268,2127,-0.102615,0.153505,easy,S512
DBP1,48,5036,-0.04037500000000001,0.22932999999999998,easy,S512
DBP1,1469,4954,-0.17754999999999999,0.006879999999999997,easy,S512
DBP1,4769,1567,-0.231565,0.0495,easy,S512
DBP1,799,4253,0.158875,-0.118465,easy,S512
DBP1,4631,5202,0.195015,-0.12707,easy,S512
DBP1,7666,2711,0.09675,-0.128915,easy,S512
DBP1,4361,6448,0.012139999999999998,-0.23290500000000003,easy,S512
DBP1,7250,1199,-0.05149,0.1629,easy,S512
DBP1,4822,7768,-0.12186,0.04585,easy,S512
DBP1,5707,824,-0.09334,0.040195,easy,S512
DBP1,7912,5096,0.03160500000000001,-0.322785,easy,S512
DBP1,4089,5324,0.033845,-0.12812,easy,S512
DBP1,6743,1524,0.11008,-0.049479999999999996,easy,S512
DBP1,579,3173,0.05315,-0.12298,easy,S512
DBP1,5360,717,-0.14692,0.014245,easy,S512
DBP1,1109,4691,0.223865,-0.102785,easy,S512
DBP1,7235,1951,0.14306,-0.033645,easy,S512
DBP1,3005,4393,0.08024,-0.22968500000000003,easy,S512
DBP1,6256,3122,0.075825,-0.20288499999999998,easy,S512
DBP1,3764,1109,-0.052575,0.223865,easy,S512
DBP1,574,2795,-0.07941999999999999,0.070165,easy,S512
DBP1,7295,5943,0.078565,-0.06288,easy,S512
DBP1,6312,3112,0.105525,-0.062215,easy,S512
DBP1,5536,354,0.043844999999999995,-0.149285,easy,S512
DBP1,6545,398,0.109485,-0.044845,easy,S512
DBP1,46,7720,0.149275,-0.094805,easy,S512
DBP1,3310,7300,-0.11283499999999999,0.058685,easy,S512
DBP1,1357,4202,-0.1226,0.14251,easy,S512
DBP1,1143,6550,0.15537,-0.094385,easy,S512
DBP1,7826,1480,-0.086605,0.15223,easy,S512
DBP1,6246,8178,0.088805,-0.10305,easy,S512
DBP1,7215,3217,-0.10058,0.09145500000000001,easy,S512
DBP1,5815,3786,-0.027485000000000002,0.161635,easy,S512
DBP1,7828,7481,-0.09242500000000001,0.098365,easy,S512
DBP1,7752,7420,0.031235,-0.143295,easy,S512
DBP1,381,3176,-0.114905,0.026819999999999997,easy,S512
DBP1,2625,1682,-0.060465,0.08481,easy,S512
DBP1,1546,1742,-0.175085,0.03702,easy,S512
DBP1,3584,2245,0.08105,-0.17429499999999998,easy,S512
DBP1,733,862,0.29223,-0.039455,easy,S512
DBP1,6839,2085,-0.14344,0.015985,easy,S512
DBP1,5567,2739,0.06053,-0.11036,easy,S512
DBP1,7043,5549,-0.126585,0.118285,easy,S512
DBP1,1178,1580,0.096055,-0.07660499999999999,easy,S512
DBP1,3319,6322,0.049545000000000006,-0.08996000000000001,easy,S512
DBP1,1187,6208,0.17998999999999998,-0.084985,easy,S512
DBP1,6400,4127,0.082775,-0.10943,easy,S512
DBP1,7251,4451,-0.031039999999999998,0.15839999999999999,easy,S512
DBP1,8011,946,-0.156685,0.07449,easy,S512
DBP1,7877,4656,0.09165999999999999,-0.104545,easy,S512
DBP1,5444,3757,0.28659,-0.027705,easy,S512
DBP1,6295,3333,0.197585,-0.14202499999999998,easy,S512
DBP1,2234,1225,-0.219385,-0.005080000000000001,easy,S512
DBP1,4755,738,-0.26676500000000003,0.039685,easy,S512
DBP1,7778,2811,-0.122895,0.13359500000000002,easy,S512
DBP1,7354,1768,0.48097,-0.089325,easy,S512
DBP1,6798,6713,-0.079225,0.121985,easy,S512
DBP1,1183,5064,0.237985,-0.059795,easy,S512
DBP1,3879,1479,-0.032334999999999996,0.159435,easy,S512
DBP1,843,5907,-0.045285,0.106985,easy,S512
DBP1,7698,7823,0.024954999999999998,-0.170775,easy,S512
DBP1,544,382,0.045265,-0.19342,easy,S512
DBP1,4729,2966,-0.16415000000000002,0.23646,easy,S512
DBP1,7896,1608,0.069435,-0.107595,easy,S512
DBP1,3805,1367,0.04321,-0.117395,easy,S512
DBP1,1557,409,0.145625,-0.136065,easy,S512
DBP1,103,2418,-0.20112,0.21267999999999998,easy,S512
DBP1,485,4130,-0.09556,0.13951,easy,S512
DBP1,4900,5999,-0.05537,0.40968,easy,S512
DBP1,2177,1201,-0.154105,0.04982,easy,S512
DBP1,799,7076,0.158875,-0.036905,easy,S512
DBP1,3786,2192,0.161635,-0.080785,easy,S512
DBP1,1797,6721,0.09405,-0.10362,easy,S512
DBP1,5512,4056,-0.17239500000000002,0.099325,easy,S512
DBP1,773,4773,0.01315,-0.145385,easy,S512
DBP1,608,7782,-0.109295,0.09997,easy,S512
DBP1,3466,3435,-0.167115,0.11619,easy,S512
DBP1,4454,568,0.05797,-0.16103,easy,S512
DBP1,4262,7495,-0.019755,0.169425,medium,S512
DBP1,3471,4348,-0.06723,-0.151125,medium,S512
DBP1,3015,4592,0.17938,0.011810000000000001,medium,S512
DBP1,5957,449,-0.09831999999999999,-0.007744999999999995,medium,S512
DBP1,706,4620,0.45277,0.019025,medium,S512
DBP1,8046,7815,-0.012835000000000001,0.09731999999999999,medium,S512
DBP1,6286,155,0.133385,0.03361,medium,S512
DBP1,7782,5075,0.09997,0.015495000000000002,medium,S512
DBP1,6188,4771,-0.186395,-0.0329,medium,S512
DBP1,7543,4011,-0.003139999999999997,-0.101665,medium,S512
DBP1,7097,7195,-0.17807,-0.040485,medium,S512
DBP1,42,30,-0.064305,-0.010645000000000002,medium,S512
DBP1,2648,6313,-0.066805,-0.012584999999999999,medium,S512
DBP1,1435,3473,0.06151,-0.012899999999999998,medium,S512
DBP1,4125,271,-0.058164999999999994,0.013490000000000002,medium,S512
DBP1,7506,4541,0.053175,-0.030115000000000003,medium,S512
DBP1,4862,676,0.096445,-0.015519999999999999,medium,S512
DBP1,2737,6412,-0.066775,-0.00778,medium,S512
DBP1,5099,8037,-0.008744999999999996,0.12683,medium,S512
DBP1,5509,7377,-0.032894999999999994,-0.095775,medium,S512
DBP1,4581,7729,-0.033015,0.07813,medium,S512
DBP1,6757,2765,-0.0018599999999999988,-0.08417,medium,S512
DBP1,838,2970,-0.08018,0.02447,medium,S512
DBP1,7556,1937,0.07278499999999999,-0.006005,medium,S512
DBP1,5701,2623,0.110145,0.026365,medium,S512
DBP1,3192,2294,-0.16399,-0.023884999999999997,medium,S512
DBP1,3446,2479,-0.02933,0.08152000000000001,medium,S512
DBP1,5376,3358,0.00938,0.20056000000000002,medium,S512
DBP1,6736,8150,-0.01868,-0.086005,medium,S512
DBP1,7452,993,0.072955,-0.057339999999999995,medium,S512
DBP1,455,8154,-0.01864,0.07734500000000001,medium,S512
DBP1,6534,7547,0.027930000000000003,0.100445,medium,S512
DBP1,5042,2086,-0.103235,-0.018099999999999998,medium,S512
DBP1,7242,6171,0.03308,-0.070135,medium,S512
DBP1,1475,55,0.00533,-0.11332,medium,S512
DBP1,2234,8168,-0.219385,-0.033955,medium,S512
DBP1,4335,149,-0.066675,-0.190365,medium,S512
DBP1,2864,872,0.0072000000000000015,0.09887499999999999,medium,S512
DBP1,3679,337,0.01062,-0.11809,medium,S512
DBP1,7980,1791,0.08796,-0.026485000000000005,medium,S512
DBP1,746,7261,0.03923,-0.08169499999999999,medium,S512
DBP1,7439,4321,-0.05863,0.001794999999999998,medium,S512
DBP1,8071,8176,-0.002425,-0.068165,medium,S512
DBP1,7749,6576,0.16725500000000001,0.021159999999999998,medium,S512
DBP1,7658,5447,0.02015,-0.117645,medium,S512
DBP1,8132,4008,0.023969999999999998,-0.057005,medium,S512
DBP1,2589,31,0.028635000000000004,-0.08556,medium,S512
DBP1,1335,2156,-0.0013899999999999997,-0.07989,medium,S512
DBP1,2085,7372,0.015985,-0.0355,medium,S512
DBP1,1614,3033,-0.20266,-0.027269999999999996,medium,S512
DBP1,3160,5538,0.053750000000000006,-0.049185,medium,S512
DBP1,2501,7802,-0.09244,0.027549999999999998,medium,S512
DBP1,5939,1008,-0.0071400000000000005,0.08449500000000001,medium,S512
DBP1,3609,1975,-0.027115,-0.104645,medium,S512
DBP1,6605,336,-0.089305,0.019045,medium,S512
DBP1,777,2558,0.12168000000000001,-0.03104,medium,S512
DBP1,6146,5589,-0.026505,0.05684500000000001,medium,S512
DBP1,1774,2238,-0.02029,-0.09873,medium,S512
DBP1,4578,6244,-0.011415000000000002,-0.16865999999999998,medium,S512
DBP1,4565,515,-0.04502,0.10085,medium,S512
DBP1,6003,974,0.019605,0.12426499999999999,medium,S512
DBP1,207,4194,-0.03793,0.060025,medium,S512
DBP1,5181,8009,0.06756000000000001,-0.0327,medium,S512
DBP1,4099,4076,-0.05678,0.041120000000000004,medium,S512
DBP1,3143,3687,-0.036425,0.019720000000000005,medium,S512
DBP1,6997,6951,0.025279999999999997,-0.08324999999999999,medium,S512
DBP1,4054,6843,-0.022645,-0.15209,medium,S512
DBP1,355,2827,-0.09237999999999999,0.031080000000000003,medium,S512
DBP1,162,658,-0.05163,-0.16444,medium,S512
DBP1,6987,2043,-0.03434,0.021240000000000002,medium,S512
DBP1,7854,6154,0.019895,-0.043065,medium,S512
DBP1,4989,2507,-0.10645,0.019149999999999997,medium,S512
DBP1,2089,3364,0.0015150000000000025,0.20848499999999998,medium,S512
DBP1,7829,2936,-0.023495000000000002,0.135965,medium,S512
DBP1,5790,5312,-0.08731,0.006829999999999999,medium,S512
DBP1,5011,3089,-0.14371499999999998,-0.026785,medium,S512
DBP1,5321,2114,-0.03099,0.052070000000000005,medium,S512
DBP1,4511,4827,-0.066485,0.037669999999999995,medium,S512
DBP1,4726,4897,-0.020749999999999998,-0.20082,medium,S512
DBP1,2988,6152,0.10446,0.006669999999999999,medium,S512
DBP1,7151,1554,-0.006929999999999999,-0.12602000000000002,medium,S512
DBP1,1850,368,-0.07623,0.022494999999999998,medium,S512
DBP1,7587,4765,-0.02057,-0.112895,medium,S512
DBP1,7821,164,0.06106,-0.03862,medium,S512
DBP1,1930,7526,-0.11579500000000001,-0.03567,medium,S512
DBP1,4481,8008,0.010794999999999999,-0.13348500000000002,medium,S512
DBP1,7401,3767,0.171125,0.018655,medium,S512
DBP1,7095,315,-0.0985,-0.004095,medium,S512
DBP1,7845,2180,-0.019049999999999997,-0.138155,medium,S512
DBP1,5062,3437,-0.067695,0.04355,medium,S512
DBP1,4782,3727,0.12297,0.03293,medium,S512
DBP1,2102,4974,0.027809999999999998,0.122395,medium,S512
DBP1,7031,997,-0.10943,0.0218,medium,S512
DBP1,2263,139,-0.06276999999999999,0.023115,medium,S512
DBP1,4701,1328,-0.09184,0.03269,medium,S512
DBP1,940,1329,-0.085985,-0.006955000000000003,medium,S512
DBP1,2129,3651,-0.05183,-0.170155,medium,S512
DBP1,469,4561,-0.04054,-0.119135,medium,S512
DBP1,3918,6572,0.09392,-0.0104,medium,S512
DBP1,4460,1047,0.22437999999999997,0.005980000000000001,medium,S512
DBP1,192,1576,-0.036515,-0.099155,medium,S512
DBP1,5117,2095,-0.117055,-0.034855,medium,S512
DBP1,3391,3354,0.09182000000000001,-0.043185,medium,S512
DBP1,3796,3455,0.018795,-0.086085,medium,S512
DBP1,5939,5073,-0.0071400000000000005,-0.153055,medium,S512
DBP1,820,5547,-0.01038,-0.17111,medium,S512
DBP1,5048,5744,-0.08754,-0.003535,medium,S512
DBP1,4622,2801,-0.0851,-0.028679999999999997,medium,S512
DBP1,5786,3346,-0.01009,0.153425,medium,S512
DBP1,6915,6410,0.016009999999999996,-0.038775,medium,S512
DBP1,2590,5826,0.076095,-0.035275,medium,S512
DBP1,1385,4625,-0.03566,0.036415,medium,S512
DBP1,6612,6347,-0.026015,0.039014999999999994,medium,S512
DBP1,1510,1084,-0.01244,0.097775,medium,S512
DBP1,2149,3038,-0.0779,0.02393,medium,S512
DBP1,7083,2667,-0.03814,0.05568,medium,S512
DBP1,5676,3605,-0.06228500000000001,-0.008145,medium,S512
DBP1,515,2881,0.10085,-0.024829999999999998,medium,S512
DBP1,1188,5059,0.08517999999999999,-0.01487,medium,S512
DBP1,249,4737,-0.0014550000000000014,-0.060655,medium,S512
DBP1,2483,190,0.022490000000000003,-0.097975,medium,S512
DBP1,6945,6640,-0.23960499999999998,-0.040085,medium,S512
DBP1,1406,281,0.12061,0.021645,medium,S512
DBP1,288,536,-0.02787,0.11316999999999999,medium,S512
DBP1,299,5174,-0.006714999999999999,-0.190195,medium,S512
DBP1,632,7101,0.059275,-0.027054999999999996,medium,S512
DBP1,448,5863,0.0019449999999999988,-0.08373,medium,S512
DBP1,4301,736,0.05967,-0.0233,medium,S512
DBP1,6071,8076,-0.026875000000000003,0.129015,medium,S512
DBP1,6602,3414,0.024445,-0.08607000000000001,medium,S512
DBP1,7050,6898,0.0009849999999999998,-0.07796,medium,S512
DBP1,7778,3396,-0.122895,-0.027485,medium,S512
DBP1,6994,6334,0.04382,0.194415,medium,S512
DBP1,1959,2489,0.11809,-0.03491,medium,S512
DBP1,5095,5380,-0.064745,-0.16888,medium,S512
DBP1,1297,822,0.0244,-0.05327,medium,S512
DBP1,6187,5563,-0.180835,-0.07563,medium,S512
DBP1,7148,1417,-0.0003499999999999996,-0.055525,medium,S512
DBP1,4864,3906,0.032490000000000005,0.25606,medium,S512
DBP1,3657,1902,-0.051715000000000004,0.018285000000000003,medium,S512
DBP1,3784,1463,0.10976,-0.04162999999999999,medium,S512
DBP1,4717,4923,-0.05584,0.030195000000000003,medium,S512
DBP1,6550,6873,-0.094385,-0.0039050000000000005,medium,S512
DBP1,4359,4900,0.0010299999999999962,-0.05537,medium,S512
DBP1,4040,1161,0.00686,0.14006000000000002,medium,S512
DBP1,7407,7427,0.06882,-0.042765,medium,S512
DBP1,3545,4888,0.120395,-0.035005,medium,S512
DBP1,1313,4070,0.026955,-0.058005,medium,S512
DBP1,7384,4884,-0.018960000000000005,-0.21168,medium,S512
DBP1,2252,5726,-0.042235,0.064495,medium,S512
DBP1,2469,7594,0.018799999999999997,0.225885,medium,S512
DBP1,1704,4997,0.007259999999999999,-0.09650500000000001,medium,S512
DBP1,1529,2260,-0.0179,-0.079555,medium,S512
DBP1,71,4867,0.07831500000000001,0.004824999999999999,medium,S512
DBP1,1722,1432,-0.012745,0.11603,medium,S512
DBP1,7632,112,-0.10175999999999999,-0.011620000000000002,medium,S512
DBP1,1528,5405,0.049235,-0.03213,medium,S512
DBP1,152,5218,0.099075,-0.027415000000000002,medium,S512
DBP1,3613,2293,-0.03092,0.02354,medium,S512
DBP1,1199,5605,0.1629,0.024524999999999998,medium,S512
DBP1,6424,2511,-0.040735,0.079175,medium,S512
DBP1,2483,1406,0.022490000000000003,0.12061,medium,S512
DBP1,6084,2481,0.046725,-0.0223,medium,S512
DBP1,3879,7634,-0.032334999999999996,-0.1744,medium,S512
DBP1,5317,6482,-0.12137500000000001,-0.022715000000000003,medium,S512
DBP1,2226,8151,-0.05233,0.040345,medium,S512
DBP1,4080,4942,-0.074045,0.058035,medium,S512
DBP1,2625,2679,-0.060465,-0.217365,medium,S512
DBP1,7543,2843,-0.003139999999999997,0.099075,medium,S512
DBP1,7268,244,-0.04881,-0.15676,medium,S512
DBP1,1372,5742,-0.15698,-0.07084,medium,S512
DBP1,1416,4606,-0.014135,-0.125965,medium,S512
DBP1,5542,7666,-0.044835,0.09675,medium,S512
DBP1,3894,5242,0.108235,-0.02898,medium,S512
DBP1,7871,3276,0.039035,-0.05342,medium,S512
DBP1,2752,5685,-0.0049700000000000005,-0.08138000000000001,medium,S512
DBP1,3977,1042,0.018895,0.139915,medium,S512
DBP1,2143,2152,-0.02078,-0.204565,medium,S512
DBP1,42,1129,-0.064305,0.03309000000000001,medium,S512
DBP1,3687,6652,0.019720000000000005,-0.0036699999999999997,hard,S512
DBP1,2186,2079,0.025240000000000005,0.076195,hard,S512
DBP1,383,684,-0.0016850000000000025,-0.0288,hard,S512
DBP1,12,2743,0.06973,0.05051,hard,S512
DBP1,6745,5626,0.027549999999999998,-0.02273,hard,S512
DBP1,1114,271,0.038005,0.013490000000000002,hard,S512
DBP1,522,4042,-0.01832,-0.061750000000000006,hard,S512
DBP1,2406,3397,-0.07977999999999999,-0.053105,hard,S512
DBP1,2323,2405,-0.069755,-0.024725000000000004,hard,S512
DBP1,3233,6090,-0.007730000000000001,-0.006255000000000002,hard,S512
DBP1,6644,5083,-0.036070000000000005,-0.07881,hard,S512
DBP1,5358,2075,-0.172785,-0.10719499999999998,hard,S512
DBP1,1482,3451,0.15368,0.090035,hard,S512
DBP1,6414,1518,-0.09131500000000001,-0.03714,hard,S512
DBP1,3700,516,-0.13504,-0.08096,hard,S512
DBP1,1938,1950,-0.030650000000000004,-0.071045,hard,S512
DBP1,3302,7838,0.071375,0.053864999999999996,hard,S512
DBP1,1270,3517,0.109455,0.03791,hard,S512
DBP1,2223,3167,-0.047535,-0.028645,hard,S512
DBP1,5875,3701,-0.022604999999999997,-0.017345,hard,S512
DBP1,5945,5783,-0.04353,-0.03507,hard,S512
DBP1,7697,7885,0.13118,0.16455999999999998,hard,S512
DBP1,453,3403,0.12258000000000001,0.094645,hard,S512
DBP1,5116,522,-0.064195,-0.01832,hard,S512
DBP1,4620,3528,0.019025,0.06700500000000001,hard,S512
DBP1,4107,3160,0.05348,0.053750000000000006,hard,S512
DBP1,6506,6870,-0.06262999999999999,-0.074025,hard,S512
DBP1,1998,6378,-0.03158,-0.074405,hard,S512
DBP1,7890,5800,0.246185,0.07032,hard,S512
DBP1,1404,394,-0.012815,0.00221,hard,S512
DBP1,5978,7967,-0.12537,-0.145725,hard,S512
DBP1,7241,821,0.01986,0.030985,hard,S512
DBP1,3403,7354,0.094645,0.48097,hard,S512
DBP1,1844,1502,0.017855,-0.023135,hard,S512
DBP1,2532,52,0.044300000000000006,0.04876,hard,S512
DBP1,6300,285,0.17572,0.136505,hard,S512
DBP1,561,1403,-0.02465,-0.075525,hard,S512
DBP1,4524,1668,-0.0375,-0.039355,hard,S512
DBP1,5307,116,-0.096865,-0.083045,hard,S512
DBP1,4902,7193,-0.1386,-0.09489,hard,S512
DBP1,5787,7492,0.01863,-0.02997,hard,S512
DBP1,5182,7735,0.07206499999999999,0.16296,hard,S512
DBP1,3015,7199,0.17938,0.076685,hard,S512
DBP1,7561,7941,0.039995,0.0637,hard,S512
DBP1,5565,7802,0.02733,0.027549999999999998,hard,S512
DBP1,4763,5521,-0.120915,-0.10890999999999999,hard,S512
DBP1,8132,1764,0.023969999999999998,0.02454,hard,S512
DBP1,1863,370,-0.13555,-0.19047999999999998,hard,S512
DBP1,1517,2709,-0.02385,-0.014015,hard,S512
DBP1,5718,1937,0.024815000000000004,-0.006005,hard,S512
DBP1,5459,3891,-0.04272,-0.085605,hard,S512
DBP1,7159,2508,0.023065000000000002,-0.009484999999999997,hard,S512
DBP1,992,8028,-0.013170000000000001,-0.026670000000000003,hard,S512
DBP1,6856,5006,-0.085195,-0.17428,hard,S512
DBP1,722,484,0.019555,0.05002,hard,S512
DBP1,3277,1020,0.031065,0.03904,hard,S512
DBP1,4114,2331,-0.034780000000000005,-0.087875,hard,S512
DBP1,1026,7245,-0.068165,-0.056235,hard,S512
DBP1,4666,7079,-0.177655,-0.11285,hard,S512
DBP1,178,962,-0.184125,-0.12425,hard,S512
DBP1,7698,7667,0.024954999999999998,0.074765,hard,S512
DBP1,6344,7598,0.01389,0.057855000000000004,hard,S512
DBP1,7586,7966,0.046294999999999996,0.008315000000000001,hard,S512
DBP1,1565,7006,-0.025715,-0.012310000000000001,hard,S512
DBP1,1906,3225,0.03204,0.035425,hard,S512
DBP1,4450,6697,-0.19687,-0.14765,hard,S512
DBP1,3234,5197,-0.054315,-0.09116,hard,S512
DBP1,3390,7435,0.0269,0.02592,hard,S512
DBP1,5862,306,0.001915,0.03419,hard,S512
DBP1,6565,7939,-0.011895,0.02588,hard,S512
DBP1,3959,8152,0.105445,0.09709999999999999,hard,S512
DBP1,7995,7811,0.019525,0.018025,hard,S512
DBP1,7431,1192,0.065705,0.110135,hard,S512
DBP1,7714,8121,0.10917500000000001,0.110015,hard,S512
DBP1,1343,5388,0.06878,0.08948500000000001,hard,S512
DBP1,6082,6948,-0.01124,-0.01806,hard,S512
DBP1,1787,6676,-0.063785,-0.085795,hard,S512
DBP1,330,6983,-0.01517,-0.063255,hard,S512
DBP1,1508,5769,0.07782499999999999,0.08088000000000001,hard,S512
